1
10005-31
fantasy,
Ads
47,42
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,6,3,3,6,3,3,6,4,2,2,2,2,2,1,1,1,1,1,2,4,4,6,6,3,3,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,6,3,3,6,3,3,6,4,2,2,2,1,0,0,0,0,0,0,0,2,4,6,6,3,3,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,7,7,6,6,6,6,4,2,2,1,0,0,0,0,0,0,0,2,2,2,6,6,6,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,3,3,3,6,7,7,7,7,6,6,6,4,2,1,0,0,0,0,0,0,0,2,1,1,2,6,7,6,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,5,5,5,5,4,4,3,3,6,7,7,7,7,6,6,6,4,1,0,0,0,0,0,0,0,2,1,1,1,1,2,6,6,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,5,6,6,5,5,4,4,3,6,6,7,7,7,6,6,4,2,1,0,0,0,0,0,0,2,1,1,0,0,0,2,6,-1,-1,-1
-1,-1,-1,-1,5,-1,-1,-1,5,5,5,5,5,6,6,6,5,5,4,4,3,6,6,6,6,6,6,4,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,-1,-1,-1
-1,-1,-1,-1,5,5,5,5,6,6,5,5,5,5,6,6,6,5,4,4,4,2,6,6,7,6,4,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,-1,-1,-1
-1,-1,-1,-1,5,5,5,6,6,5,5,-1,-1,-1,5,5,5,5,4,4,4,2,2,2,2,2,2,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,-1,-1,-1
-1,-1,-1,-1,-1,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,2,3,2,3,2,2,2,1,2,2,2,5,5,5,5,5,5,5,5,0,0,0,3,-1,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,3,2,3,2,3,2,2,2,2,5,5,5,7,7,7,7,7,7,7,7,5,5,0,3,5,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,4,4,4,3,2,5,5,6,6,6,7,7,7,7,7,7,7,7,6,5,3,5,6,6
