1
10005-38
fantasy,
Vip
42,43
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,-1,-1,-1,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,9,9,5,5,-1,9,9,8,8,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,9,9,6,6,5,6,6,9,9,6,6,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,6,6,6,5,6,6,6,6,6,6,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,7,7,6,6,5,7,7,7,6,6,6,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,6,7,7,7,7,7,6,5,5,5,5,-1,-1,8,8,8,8,8,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,6,7,7,7,7,7,5,5,5,5,5,9,9,9,9,9,9,8,8,8,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,4,4,4,5,5,6,7,4,4,4,4,5,5,5,9,9,9,9,9,9,9,9,8,8,8,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,-1,3,3,3,4,4,5,5,4,4,4,4,4,4,5,9,9,9,9,8,8,8,8,8,8,8,8,-1
-1,-1,-1,-1,-1,-1,8,8,-1,-1,0,0,0,0,1,3,3,3,3,4,5,4,4,4,4,4,4,4,9,9,9,8,8,9,9,9,8,9,9,8,8,8
-1,-1,-1,-1,-1,-1,9,8,6,-1,1,0,0,1,1,3,3,3,3,4,5,4,4,4,4,4,4,9,9,9,8,9,9,9,8,8,8,8,8,9,8,8
-1,-1,-1,-1,-1,-1,-1,6,6,6,1,1,1,1,3,3,3,3,3,4,4,4,4,3,3,4,4,9,9,8,9,9,9,11,11,10,10,10,8,8,9,8
-1,-1,-1,-1,-1,-1,-1,-1,6,6,6,1,1,1,3,3,3,3,4,4,4,4,4,3,3,4,9,9,8,9,9,11,11,11,11,11,11,10,10,8,9,8
-1,-1,-1,-1,-1,-1,12,12,11,6,6,5,1,1,3,3,3,13,13,2,2,2,4,4,4,4,9,9,8,9,11,11,11,11,11,11,11,11,10,8,8,8
-1,-1,-1,-1,12,12,11,11,11,11,5,5,5,-1,3,3,3,3,3,3,4,4,3,3,4,9,9,9,9,9,11,11,12,11,11,11,11,11,10,10,8,8
-1,-1,-1,12,12,11,11,11,11,11,-1,5,8,8,3,3,3,3,13,13,2,4,3,3,4,9,9,9,9,11,11,11,12,12,11,11,11,11,10,10,8,8
-1,-1,12,12,11,11,11,11,11,-1,-1,-1,9,8,3,3,3,3,3,3,4,4,4,4,4,9,9,9,9,11,11,12,12,12,11,11,11,11,10,10,8,8
-1,-1,12,11,11,11,11,11,-1,-1,-1,-1,-1,-1,3,3,3,3,3,3,3,3,4,4,4,9,9,8,9,12,12,12,12,12,11,11,11,10,10,10,8,8
-1,12,12,11,11,11,11,-1,-1,-1,-1,-1,-1,-1,-1,3,13,2,2,3,3,3,3,2,2,9,9,8,9,12,12,12,12,11,11,11,11,10,10,8,8,8
-1,12,11,11,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,2,2,3,13,13,13,2,9,9,8,8,9,12,12,11,11,11,11,10,10,10,8,8,8
12,12,11,11,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,13,2,13,13,13,13,2,2,9,9,8,8,9,11,11,11,11,10,10,10,8,8,8,-1
12,12,11,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,13,13,13,13,13,13,2,2,4,4,9,9,8,8,8,8,10,10,10,10,8,8,8,8,-1
12,12,11,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,1,1,1,4,4,4,9,9,9,9,8,8,8,8,8,8,8,8,-1,-1
12,12,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,1,1,4,4,4,4,8,8,8,8,8,8,8,8,8,-1,-1,-1
-1,12,12,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,4,4,4,1,1,1,1,1,1,1,5,5,5,-1,-1,8,8,8,8,-1,-1,-1,-1,-1
-1,12,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,5,4,4,4,4,1,1,1,1,1,1,1,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,5,5,4,4,4,1,0,0,1,1,1,1,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
