1
10005-13
fantasy,
Free
48,55
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,7,11,11,7,-1,-1,-1,-1,-1,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,8,8,7,-1,-1,-1,-1,-1,4,9,8,12,11,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,8,8,8,4,7,-1,-1,-1,4,9,4,9,8,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,8,8,4,8,5,7,-1,-1,9,9,9,4,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,8,4,8,5,2,5,7,10,10,10,10,9,4,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,8,8,4,4,5,2,2,1,1,1,1,10,3,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,8,9,8,4,3,4,3,3,3,2,2,2,10,1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,9,8,9,4,4,3,3,2,2,2,2,2,2,10,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,9,9,8,4,3,3,2,2,2,2,2,1,2,2,6,4,-1,-1,-1,-1,12,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,9,9,4,4,2,2,2,2,2,1,2,1,0,2,6,-1,-1,12,12,7,12,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,9,9,9,3,2,2,2,2,1,2,1,2,1,0,4,-1,12,8,8,9,8,11,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,8,8,8,8,-1,-1,10,9,9,9,4,2,2,2,2,2,1,2,1,2,0,0,10,12,9,9,8,7,11,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,8,8,9,9,9,8,8,8,10,9,9,3,5,2,2,2,1,2,1,2,1,0,0,10,12,9,8,7,11,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,12,7,8,8,9,9,9,9,9,8,10,10,4,2,2,2,2,2,1,2,1,1,0,0,10,9,9,8,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,12,7,8,8,8,8,9,9,9,9,7,5,4,4,2,2,2,1,2,1,1,1,1,0,0,10,9,7,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,12,12,7,8,8,8,8,9,9,9,8,4,3,5,2,2,2,1,1,1,1,1,0,0,10,9,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,12,12,12,7,8,8,8,9,9,9,9,4,3,2,2,2,2,1,1,1,1,1,0,0,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,12,7,8,8,9,9,9,9,4,3,3,2,2,2,2,2,2,2,2,2,6,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,12,12,9,12,12,12,9,4,2,3,3,3,3,3,3,2,3,2,1,1,5,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,12,8,8,8,4,3,4,3,3,3,3,3,3,3,3,3,3,3,5,6,7,12,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,12,8,8,8,8,4,8,4,4,3,3,3,3,3,3,3,2,2,2,2,5,3,8,4,7,7,12,12,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,8,8,9,9,9,9,9,4,4,3,4,3,3,3,2,3,2,2,2,2,2,2,5,5,7,8,8,7,7,12,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,12,8,9,9,9,9,9,9,4,8,4,4,3,4,3,2,3,2,2,2,2,2,2,5,2,7,5,7,7,7,7,7,12,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,12,8,9,9,9,9,9,9,8,8,4,8,4,5,3,5,3,2,2,2,2,2,2,2,2,5,5,7,7,7,7,7,7,7,12,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,12,8,9,9,9,9,8,9,8,8,8,8,4,7,3,5,3,5,2,2,2,2,2,2,2,5,5,7,5,7,7,7,7,7,7,7,12,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,12,8,9,9,9,8,9,8,4,8,8,4,7,4,5,2,5,2,6,1,1,1,1,1,6,1,6,6,12,12,7,7,7,7,7,7,12,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,12,8,9,9,9,8,8,8,8,8,8,8,7,4,7,5,5,1,6,1,6,1,6,1,6,1,6,6,12,6,12,12,12,7,7,7,7,7,12,-1,-1,-1
-1,-1,-1,-1,-1,-1,12,8,9,9,8,8,8,8,8,8,8,7,8,7,5,7,6,6,6,6,1,6,1,6,6,6,6,12,6,12,12,12,12,12,7,7,7,7,12,-1,-1,-1
-1,-1,-1,-1,-1,-1,12,8,9,8,9,8,8,8,8,8,7,8,7,7,7,6,12,6,12,6,6,6,6,6,6,6,12,6,12,12,12,12,12,12,12,12,7,7,12,-1,-1,-1
-1,-1,-1,-1,-1,12,8,9,8,9,8,8,8,8,7,7,8,7,7,7,12,12,6,12,6,12,6,12,6,12,6,12,6,12,12,12,12,12,12,11,12,12,7,7,12,-1,-1,-1
-1,-1,-1,-1,-1,12,8,9,9,8,9,8,8,7,7,7,7,7,7,12,12,12,12,12,12,6,12,6,12,6,12,6,12,12,12,12,12,12,12,12,11,12,12,7,12,-1,-1,-1
-1,-1,-1,-1,-1,12,8,9,8,9,8,8,7,7,7,7,7,7,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,11,12,12,7,12,-1,-1,-1
-1,-1,-1,-1,1,6,9,4,8,8,8,8,5,7,7,7,7,12,12,12,12,12,12,12,12,12,12,10,10,10,12,12,12,12,12,12,12,12,12,12,12,11,12,7,12,-1,-1,-1
-1,-1,-1,-1,1,8,4,8,8,8,8,7,7,7,7,7,12,12,12,12,12,12,12,12,12,12,10,7,7,7,10,12,12,12,12,12,12,12,12,12,12,11,12,7,12,-1,-1,-1
-1,-1,-1,1,6,4,9,4,8,4,8,7,7,7,7,12,12,12,12,12,12,12,11,11,12,12,10,7,12,7,10,12,12,12,12,12,12,12,12,12,11,11,12,12,5,1,-1,-1
-1,-1,-1,1,5,4,4,8,4,8,8,7,7,7,12,12,12,12,12,12,12,11,10,10,7,12,10,7,12,7,10,12,11,11,11,12,12,12,12,12,11,11,12,12,5,1,-1,-1
-1,-1,1,6,3,4,3,4,8,4,8,5,7,7,12,12,12,12,12,12,12,11,10,10,7,12,10,7,12,7,10,12,11,10,10,7,12,12,12,12,11,11,12,12,2,6,1,-1
-1,-1,1,1,4,5,4,4,4,8,5,7,7,7,12,12,12,12,12,12,12,11,10,10,7,12,7,12,12,12,7,12,11,10,10,7,12,12,12,11,11,11,12,2,6,1,1,-1
-1,1,1,4,3,4,3,4,3,4,8,5,7,7,7,12,6,12,12,12,12,11,10,13,7,12,12,12,12,12,12,12,11,10,10,7,12,12,11,11,11,12,12,5,1,6,1,1
-1,1,1,3,4,3,4,5,5,4,5,7,5,7,5,12,12,12,12,12,11,10,10,13,7,12,12,12,12,12,12,12,11,10,13,7,12,11,11,11,12,12,5,1,6,1,0,1
1,1,3,4,3,4,2,5,2,6,6,6,7,7,7,6,12,6,12,12,11,10,13,13,7,12,12,12,12,12,12,11,10,10,13,7,12,11,11,12,12,12,2,6,1,1,0,1
1,1,3,3,4,2,5,0,6,1,1,1,6,2,5,7,6,12,12,12,12,10,13,7,12,12,12,12,12,12,12,11,10,13,13,7,12,12,12,12,12,-1,1,1,0,0,1,-1
1,1,2,2,0,0,0,1,1,-1,1,4,5,5,5,5,12,6,12,6,12,7,7,6,12,12,12,12,12,6,12,12,10,13,7,12,12,12,12,12,-1,-1,-1,-1,1,1,-1,-1
-1,1,0,0,1,1,1,-1,-1,-1,1,2,4,3,5,2,5,12,6,12,12,12,12,12,12,12,12,12,12,12,12,12,7,7,12,6,12,5,12,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,1,1,1,-1,-1,-1,-1,-1,1,5,3,4,4,4,5,5,7,6,12,6,12,6,12,6,12,6,12,12,12,12,6,12,6,12,5,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,1,6,3,4,3,4,3,4,2,5,7,12,12,6,12,6,12,6,12,6,12,12,6,12,6,12,12,4,5,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,4,3,4,3,4,4,4,5,7,7,5,7,6,12,6,12,6,12,12,6,12,12,8,4,3,5,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,4,3,5,0,5,2,1,1,1,1,4,3,4,4,5,6,1,9,9,9,8,4,4,5,2,5,1,1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,3,3,5,0,0,1,1,-1,3,2,4,3,4,3,5,2,6,1,-1,9,12,4,3,4,2,5,2,0,1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,2,0,0,1,-1,-1,-1,-1,3,2,4,3,5,2,0,1,-1,-1,-1,3,6,4,3,4,2,1,0,1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,-1,-1,-1,-1,-1,3,6,3,2,2,0,1,1,-1,-1,-1,-1,3,1,6,3,3,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,3,1,2,2,0,0,1,-1,-1,-1,-1,-1,-1,1,1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.7921569,0.8980393,1
0.4705883,0.7411765,1
0.4117647,0.5529412,0.8470589
0.3568628,0.4156863,0.7490196
0.654902,0.3372549,0.6588235
0.7176471,0.4196079,0.7450981
0.8392158,0.5568628,0.854902
0.8862746,0.3803922,0.6901961
0.7843138,0.3058824,0.6039216
0.6078432,0.1529412,0.4352942
0.4313726,0,0.2588235
1,0.7764707,0.9137256
1,0.4745098,0.7921569
0.9529412,1,0.8078432
