1
10005-56
fantasy,
Free
59,53
-1,-1,-1,-1,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,18,-1,-1,18,17,17,17,17,-1,-1,-1,-1,-1,-1,3,1,1,1,1,3,3,-1,-1,-1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,18,17,17,15,15,17,17,17,17,-1,21,-1,3,1,1,3,3,1,1,1,24,24,24,10,11,11,11,11,11,10,11,11,11,11,10,11,11,11,11,11,11,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,18,17,17,15,15,15,9,15,15,15,15,21,20,21,3,1,3,3,3,3,24,24,23,23,9,11,11,11,11,11,11,10,11,11,11,11,10,11,11,11,11,11,11,11,11,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,18,17,17,15,15,9,9,9,9,21,20,20,3,3,3,3,24,24,23,23,23,9,11,11,11,11,11,11,10,11,10,10,10,10,13,11,11,11,11,11,11,11,11,11,11,11,10,10,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,18,17,17,15,15,15,21,20,21,3,3,3,24,23,23,23,23,23,9,11,11,11,13,11,13,10,13,11,13,11,13,10,13,11,13,11,13,11,13,11,11,11,11,11,11,10,10,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,18,17,17,17,9,9,-1,3,3,24,24,23,23,23,23,23,9,11,11,11,11,13,11,10,11,10,11,10,11,10,11,13,11,13,11,13,11,13,13,11,11,11,11,11,11,10,-1,-1,-1,-1,-1
18,18,15,17,17,17,17,-1,-1,-1,-1,9,9,9,9,9,9,9,9,9,23,23,23,23,9,11,13,11,13,11,10,11,13,11,13,13,11,11,11,11,11,11,11,11,11,11,11,13,13,13,11,11,10,16,15,-1,-1,-1,-1
-1,-1,18,18,15,15,17,17,21,-1,9,9,9,9,9,9,9,9,9,9,9,23,23,23,9,11,11,13,11,13,10,13,13,13,13,13,15,9,25,25,25,25,11,11,25,25,25,11,13,11,11,10,16,16,16,15,-1,-1,-1
-1,17,17,15,15,9,15,21,20,21,9,9,9,9,9,9,9,9,9,9,9,9,23,23,9,11,11,11,13,13,10,13,13,13,13,15,15,25,25,25,25,11,25,25,25,25,25,25,11,11,10,17,16,4,16,16,15,-1,-1
