1
10005-48
fantasy,
Free
24,34
-1,-1,-1,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,-1,-1,-1
-1,-1,-1,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,-1,-1,-1
-1,-1,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,-1,-1,-1,-1
-1,-1,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,-1,-1,-1,-1
-1,-1,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,-1,-1,-1,-1,-1
-1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1
-1,-1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,4,4,6,6,6,6,6,6,6,6,6,6,4,4,-1,-1,1,-1,-1,-1
-1,-1,-1,-1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,-1,-1,2,2,2,1
-1,-1,-1,-1,6,6,6,4,4,4,4,4,4,4,4,4,6,6,-1,-1,2,3,2,-1
-1,-1,-1,-1,6,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,1,4,4,1,-1
-1,-1,-1,-1,-1,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,4,4,4,1,-1
-1,-1,-1,-1,-1,4,4,4,4,4,4,4,4,4,4,4,-1,-1,4,4,4,4,-1,-1
-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1
4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1
4,4,4,-1,-1,-1,-1,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,4,4,-1,-1,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1
-1,4,4,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1
-1,-1,-1,4,4,4,4,4,8,8,8,8,8,8,8,8,4,4,4,-1,-1,-1,-1,-1
-1,-1,-1,4,8,8,8,8,8,8,8,8,8,8,8,8,8,4,4,-1,-1,-1,-1,-1
-1,-1,-1,8,8,8,8,8,8,8,4,0,0,7,7,7,7,4,4,-1,-1,5,-1,-1
-1,-1,-1,-1,4,0,8,8,7,7,7,7,7,5,5,5,5,5,5,-1,5,5,-1,-1
-1,-1,-1,-1,8,8,7,7,5,5,5,5,5,6,6,6,6,6,6,5,5,-1,-1,-1
-1,-1,-1,-1,-1,5,5,5,5,6,6,6,6,6,6,6,4,4,4,5,6,5,-1,-1
-1,-1,-1,-1,-1,5,5,6,6,6,6,4,4,4,4,4,4,4,4,-1,6,6,6,-1
-1,-1,-1,-1,-1,-1,6,6,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.9803922,0.9803922,0.9803922
0.7882354,0.7882354,0.7921569
0.7137255,0.7176471,0.7215686
0.5960785,0.6,0.6039216
0.2117647,0.1921569,0.2313726
0.6941177,0.145098,0.1921569
0.8000001,0.2039216,0.1607843
0.8784314,0.5647059,0.3411765
0.9019608,0.6431373,0.4509804
