1
10005-26
fantasy,
Free
26,39
-1,-1,-1,-1,-1,-1,2,6,6,6,6,2,-1,2,6,6,6,6,2,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,2,2,2,2,6,2,-1,2,6,2,2,2,2,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2,6,2,-1,2,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,0,1,-1,4,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,4,-1,-1,1,0,1,1,1,0,0,1,0,0,1,-1,4,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,4,4,-1,1,0,0,0,1,0,0,0,0,1,1,4,4,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,4,4,4,4,1,0,0,1,0,1,0,0,1,4,4,4,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,4,2,2,2,1,0,0,0,0,1,0,0,1,2,2,2,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,4,2,3,6,4,1,0,0,0,0,0,1,4,6,4,2,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,4,2,6,6,4,1,1,0,0,0,1,1,4,6,6,2,4,4,-1,-1,-1,-1
-1,-1,-1,4,4,1,0,0,4,1,0,1,0,1,0,1,4,0,0,1,4,4,-1,-1,-1,-1
-1,-1,-1,4,4,4,0,0,4,1,0,1,0,0,0,1,4,0,0,1,4,4,-1,-1,-1,-1
-1,-1,-1,4,4,4,4,0,4,4,0,0,0,0,0,1,4,0,0,1,4,4,-1,-1,-1,-1
-1,-1,4,3,4,4,4,0,4,1,1,0,0,0,1,1,4,0,0,1,4,4,4,-1,-1,-1
-1,-1,4,3,3,4,4,4,1,1,0,0,0,0,0,1,1,0,0,1,4,4,4,-1,-1,-1
-1,-1,4,4,3,4,4,4,1,0,0,0,0,0,0,0,1,0,0,1,4,3,4,-1,-1,-1
-1,-1,4,4,3,4,4,4,1,0,0,0,0,0,0,0,1,0,0,1,4,3,4,-1,-1,-1
-1,-1,4,4,3,4,4,4,4,0,0,0,1,0,0,0,0,0,0,1,4,3,4,4,4,-1
-1,-1,4,4,3,4,4,3,4,0,0,1,6,1,0,0,0,0,0,1,4,3,4,4,-1,-1
4,-1,4,4,3,4,4,4,4,0,1,2,2,2,1,0,0,1,1,4,4,4,4,4,-1,-1
4,4,4,4,3,3,4,3,4,4,4,2,6,2,4,4,4,4,4,4,3,4,4,4,-1,-1
-1,4,4,3,3,3,4,3,4,2,6,6,6,6,6,2,4,4,4,4,3,4,4,-1,-1,-1
-1,4,4,4,3,3,4,4,4,6,6,5,5,5,6,6,2,2,4,4,3,4,3,-1,-1,4
-1,4,4,4,3,3,4,4,4,6,6,6,6,6,6,6,6,6,4,4,3,4,4,-1,4,4
-1,-1,4,4,4,3,4,4,4,6,6,6,2,6,6,6,6,4,4,4,3,3,4,4,4,-1
-1,-1,4,4,4,3,4,3,4,3,4,6,6,6,4,4,4,4,4,4,3,4,4,4,-1,-1
-1,-1,4,4,4,3,4,3,4,3,5,6,6,6,5,7,5,4,3,4,3,4,4,4,-1,-1
-1,-1,4,4,4,4,4,3,4,3,4,2,4,2,4,4,4,4,3,4,3,4,4,-1,-1,-1
-1,-1,4,3,4,4,4,3,4,3,2,4,4,4,2,4,4,4,3,4,3,4,4,-1,-1,-1
-1,-1,4,3,4,3,4,3,4,3,3,4,3,4,4,4,3,4,4,4,3,4,4,-1,-1,-1
-1,-1,4,4,3,4,4,4,3,4,3,4,3,4,4,4,4,4,4,4,3,4,4,-1,-1,-1
-1,-1,-1,4,3,4,4,4,4,3,4,3,3,3,4,3,4,4,3,4,3,4,-1,-1,-1,-1
-1,-1,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,-1,-1,-1
-1,-1,-1,4,4,4,3,4,4,3,3,3,3,3,3,3,4,4,4,4,4,4,-1,-1,-1,-1
-1,-1,-1,-1,4,4,4,4,3,4,4,3,3,3,4,4,4,4,4,4,4,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,4,3,4,3,3,-1,3,3,4,3,4,-1,-1,-1,-1,-1,-1,-1,-1
0.8117648,0.8117648,0.8117648
0.5490196,0.5490196,0.5490196
0.003921569,0.3607843,0.1960784
0.1333333,0.1215686,0.1215686
0,0,0
0.345098,0.03137255,0.05490196
0.0627451,0.5568628,0.3098039
0.9607844,0.1019608,0.1294118
