1
10005-25
fantasy,
Ads
42,41
-1,-1,-1,-1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,5,6,6,6,6,6,6,6,6,6,6,6,5,6,8,5,5,5,5,5,-1,5,5,6,6,6,6,5,6,5,6,5,5,5,5,5,-1,-1,-1
-1,-1,-1,-1,5,7,7,7,7,7,7,7,7,7,5,7,8,5,6,7,6,6,5,5,6,6,6,7,7,5,7,5,8,8,5,6,6,7,6,5,-1,-1
-1,-1,-1,-1,-1,5,7,7,7,5,8,8,8,8,8,8,5,6,7,6,5,5,6,6,6,7,7,7,7,8,8,5,5,5,6,6,7,6,6,5,-1,-1
-1,-1,-1,-1,-1,-1,5,6,7,6,5,5,5,5,5,5,6,6,6,5,6,6,6,7,7,8,8,8,5,5,5,6,6,6,6,6,5,5,5,-1,-1,-1
-1,-1,-1,-1,-1,5,6,6,7,7,6,5,6,6,6,5,5,5,5,6,6,7,7,7,5,5,5,5,6,6,6,6,6,5,5,5,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,5,6,6,6,7,7,7,6,5,6,6,6,5,-1,5,6,7,7,7,7,5,2,2,2,1,1,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,5,6,6,6,6,7,7,7,6,5,6,6,6,5,5,6,5,6,7,7,7,7,5,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,5,6,6,6,6,7,7,7,7,7,6,5,5,5,6,6,6,5,6,7,7,7,7,7,5,2,2,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,5,6,6,6,6,7,7,7,7,7,7,6,5,6,6,6,6,6,7,5,6,7,7,7,7,7,5,2,2,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,5,7,7,7,7,7,7,5,7,7,7,6,5,6,6,6,7,7,7,5,6,7,7,7,7,7,7,5,2,3,3,3,1,-1,-1,-1,-1,-1,-1,-1,-1
-1,5,7,7,5,5,7,5,8,5,7,5,5,5,6,6,6,6,7,7,7,5,6,7,7,7,7,7,5,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
-1,5,7,5,8,8,5,8,8,8,5,8,8,8,5,6,5,5,6,7,7,5,6,7,7,7,7,7,7,7,2,2,2,2,1,-1,-1,-1,-1,-1,-1,-1
-1,5,7,5,8,8,8,5,8,6,6,5,8,6,6,5,8,8,5,6,7,7,7,7,7,7,7,8,6,7,2,3,3,3,1,-1,-1,-1,-1,-1,-1,-1
-1,5,7,7,5,8,6,6,5,6,6,6,5,6,6,6,5,8,6,5,6,7,7,7,8,8,8,6,7,7,2,3,3,3,1,-1,-1,-1,-1,-1,-1,-1
-1,5,7,7,7,5,8,6,6,5,6,6,6,5,6,6,6,5,6,6,5,6,7,7,6,6,6,7,7,7,2,3,3,3,1,-1,-1,-1,-1,-1,-1,-1
-1,-1,5,7,7,7,5,8,6,6,5,6,6,6,5,6,6,6,5,6,6,5,5,7,7,7,7,7,7,7,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,5,8,7,7,7,5,8,6,6,7,6,6,7,7,6,6,7,6,6,5,-1,5,6,7,7,7,7,2,2,2,3,1,-1,-1,-1,-1,-1,-1,-1,-1
-1,5,6,5,8,8,7,7,5,8,7,7,7,7,7,7,7,7,7,7,7,5,-1,5,6,7,7,7,7,2,3,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,5,6,6,5,5,8,8,8,5,8,7,7,7,7,7,7,7,7,7,8,5,-1,5,6,7,7,7,2,3,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,6,6,5,-1,-1,5,5,5,5,5,8,7,7,7,7,7,7,7,8,5,-1,5,6,7,7,7,2,3,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,6,5,-1,-1,-1,-1,-1,-1,-1,-1,5,8,7,7,7,7,7,8,5,-1,-1,5,6,7,7,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,8,7,7,7,8,5,-1,-1,5,6,6,7,2,2,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,6,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,8,8,8,5,-1,-1,5,6,6,7,7,2,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,5,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,-1,-1,-1,5,6,7,7,2,3,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,-1,-1
-1,5,7,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,6,7,7,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,6,6,5,-1
-1,-1,5,7,6,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,7,7,7,1,1,-1,-1,-1,-1,-1,5,5,-1,-1,5,6,7,7,5,6,5
-1,-1,-1,5,7,6,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,7,7,7,2,3,1,-1,-1,-1,5,6,6,5,5,6,7,8,7,4,7,5
-1,-1,-1,-1,5,8,8,6,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,6,7,7,7,2,3,3,1,1,5,6,6,7,6,6,7,7,5,8,8,8,5
-1,-1,-1,-1,-1,5,5,8,8,6,5,-1,-1,-1,-1,-1,-1,-1,-1,5,6,7,7,7,7,2,2,2,2,5,6,7,7,7,7,7,7,8,5,5,5,-1
-1,-1,-1,-1,-1,-1,-1,5,5,8,6,5,-1,-1,-1,-1,-1,-1,-1,5,6,7,7,7,7,5,5,5,2,5,6,7,7,0,4,6,6,5,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,5,8,5,-1,-1,-1,-1,-1,-1,-1,-1,5,8,7,7,7,5,7,6,5,6,6,7,4,4,4,6,6,5,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,8,7,7,7,5,7,7,6,5,6,7,7,7,7,7,8,5,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,5,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,8,7,7,7,5,7,7,5,6,7,7,7,7,8,5,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,8,8,7,7,5,5,5,1,7,7,8,8,5,1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,8,1,3,3,3,3,1,8,5,5,3,1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,2,3,3,3,1,5,2,2,1,-1,-1,-1,-1,-1,-1
