1
10005-41
fantasy,
Free
20,24
-1,-1,-1,-1,13,13,-1,-1,-1,4,4,-1,-1,-1,13,13,-1,-1,13,13
-1,-1,-1,-1,-1,13,-1,-1,4,-1,-1,4,-1,-1,13,-1,4,4,13,-1
-1,-1,-1,-1,-1,13,-1,-1,4,-1,-1,-1,4,4,13,4,-1,-1,-1,-1
-1,-1,-1,-1,-1,13,-1,-1,-1,4,-1,-1,-1,-1,13,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,12,12,12,12,12,12,12,12,12,12,-1,-1,-1,-1,-1
-1,-1,4,-1,-1,12,12,12,12,12,12,12,12,12,12,-1,-1,4,-1,-1
-1,-1,13,-1,-1,12,12,12,12,12,12,12,12,12,12,-1,-1,13,-1,-1
-1,-1,13,-1,-1,12,12,12,12,12,12,12,12,12,12,-1,-1,13,-1,-1
-1,-1,-1,11,-1,13,13,13,12,12,12,12,13,13,13,-1,11,-1,-1,-1
4,-1,-1,11,4,13,13,9,12,12,12,12,9,13,13,4,11,-1,-1,4
4,4,-1,4,13,13,13,13,12,12,12,12,13,13,13,13,4,-1,4,4
4,4,4,4,13,13,13,13,12,12,12,12,13,13,13,13,4,4,4,4
5,5,5,5,10,10,10,10,13,13,13,13,10,10,10,10,5,5,5,5
-1,5,5,5,10,10,10,10,13,13,13,13,10,10,10,10,5,5,5,-1
-1,5,5,5,10,10,10,10,0,0,0,0,10,10,10,10,5,5,5,-1
-1,-1,5,-1,10,10,10,0,0,0,0,0,0,10,10,10,-1,5,-1,-1
-1,-1,-1,-1,2,3,3,3,5,5,5,5,3,3,3,2,-1,-1,-1,-1
-1,-1,-1,-1,2,3,1,3,5,5,5,5,3,1,3,2,-1,-1,-1,-1
-1,-1,-1,-1,2,3,3,3,5,5,5,5,3,3,3,2,-1,-1,-1,-1
-1,-1,-1,-1,2,3,3,3,5,5,5,5,3,3,3,2,-1,-1,-1,-1
-1,-1,-1,8,13,13,6,6,4,4,4,4,6,6,13,13,8,-1,-1,-1
-1,-1,8,8,7,13,13,13,13,13,13,13,13,13,13,7,8,8,-1,-1
-1,-1,8,-1,-1,-1,13,13,13,13,13,13,13,13,-1,-1,-1,8,-1,-1
-1,-1,-1,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,-1,-1
1,1,1
1,0.8117648,0.7098039
0.6980392,0.2705882,0.2352941
0.5490196,0,0
0.5490196,0,0.03137255
0.5372549,0,0.03137255
0.5058824,0.03137255,0
0.2588235,0,0
0.2235294,0,0
0.8470589,0.0627451,0.007843138
0.937255,0.07843138,0
0.9686275,0.09411766,0
0.9882354,0.1019608,0.007843138
1,0.09411766,0
