1
10005-58
fantasy,
Free
54,64
0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,22,8,8,8,8,8,0,0,0,0,8,8,8,8,22,8,8,22,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,22,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0
0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,18,18,18,18,18,18,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0
0,0,0,8,8,8,8,8,8,8,8,8,8,19,8,8,8,18,18,18,18,18,8,8,8,8,8,8,18,18,18,18,18,18,18,18,18,18,8,8,9,8,9,8,8,8,8,8,0,0,0,0,0,0
0,0,8,8,8,8,9,9,9,9,9,19,8,8,8,18,18,18,18,18,18,18,18,8,8,8,8,18,18,18,18,18,19,18,18,18,18,18,18,8,9,22,8,9,8,19,8,8,8,0,0,0,0,0
0,8,8,8,8,9,8,8,8,9,9,9,8,8,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,18,18,18,18,8,9,9,9,2,8,2,8,8,0,0,0,0,0
0,8,8,8,8,9,20,8,8,8,8,8,8,8,18,18,18,18,19,19,19,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,18,18,8,8,22,9,9,2,8,8,8,0,15,14,0,0
0,8,8,19,8,8,8,8,19,18,18,18,18,18,18,18,19,18,19,19,18,18,18,18,18,18,18,19,18,19,19,19,19,19,19,19,18,19,19,18,20,8,8,9,9,9,8,8,14,15,16,16,15,0
8,8,8,18,8,8,8,18,18,18,18,18,18,18,18,18,18,18,19,19,19,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,8,9,8,8,8,15,16,15,14,15,14
8,8,19,8,18,8,8,18,18,18,18,18,18,18,18,19,18,19,19,19,19,19,18,18,18,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,8,8,8,15,16,15,14,15,14
8,8,8,18,8,8,8,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,18,18,18,18,19,19,19,19,19,19,19,19,18,18,18,18,18,18,18,18,18,18,18,18,8,8,8,15,16,16,15,0
8,8,8,18,8,8,8,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,8,8,8,0,15,14,0,0
8,8,8,8,8,9,9,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,18,18,18,18,8,8,0,0,0,0,0
0,8,8,8,8,9,9,8,18,18,18,18,19,19,19,18,19,19,19,19,19,19,19,18,19,18,19,19,19,19,19,19,19,18,18,19,19,19,19,19,19,19,19,19,18,18,18,8,0,0,0,0,0,0
