1
10005-61
fantasy,
Free
91,89
0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,7
0,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13,13,13,13,13,13,13,13,13,13,13,13,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,7,1
0,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,7,7,7,7,7,7,7,7,7,7,7,7,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0
0,0,0,7,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,14,7,7,7,7,7,7,7,7,7,7,7,7,14,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,0,0
0,0,0,0,7,0,4,4,4,4,4,0,1,1,1,1,1,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,14,14,7,7,7,7,7,7,7,7,7,7,14,14,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,1,4,4,4,4,4,4,4,4,4,4,1,7,0
0,0,0,0,7,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,7,12,7,7,7,7,7,7,7,7,7,7,14,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,7,0
0,0,0,0,0,7,1,0,0,0,0,0,0,1,1,0,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,7,14,14,7,7,7,7,7,7,7,7,14,14,7,4,4,4,1,1,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,8,0,0
0,0,0,0,0,0,7,4,4,4,4,4,4,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,7,14,14,7,7,7,7,7,7,14,14,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,8,0,0,0
0,0,0,0,0,7,1,0,0,0,0,0,1,4,4,4,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,14,14,7,7,7,7,14,14,7,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,7,0,0,0,0
0,0,0,0,0,0,7,7,7,7,7,1,1,1,1,1,4,4,4,4,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,7,14,14,14,14,7,7,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,8,7,7,0,0
0,0,0,0,0,7,7,7,1,1,4,7,7,7,7,1,1,1,1,1,4,4,4,1,4,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,7,7,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,4,4,4,4,4,1,2,8,0,0
0,0,0,0,0,7,7,8,7,0,0,4,4,4,4,7,7,7,7,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,8,7,7,7,7,3,4,4,4,1,1,7,7,8,0,0,0
0,0,0,0,0,7,8,8,8,7,1,0,1,1,4,4,4,4,4,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,4,4,4,4,4,4,4,1,1,7,7,0,0,0,0,0,0
0,0,0,0,0,0,7,8,8,8,7,0,1,1,1,1,1,4,4,4,4,4,4,3,7,7,7,7,7,7,1,1,1,1,1,1,1,7,7,7,7,7,1,7,7,4,7,1,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,7,7,7,8,4,4,4,4,4,4,4,4,1,1,1,1,1,7,7,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,7,8,8,8,7,7,7,7,1,1,0,1,1,1,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,4,4,3,4,4,8,4,4,7,7,7,3,7,3,4,4,4,8,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,4,4,1,1,1,2,7,7,7,7,7,8,8,7,0,0,0,0,0,0,0
0,0,0,0,0,0,0,7,8,8,8,7,10,10,10,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,1,7,7,7,4,7,3,7,7,7,7,4,7,7,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,7,7,7,7,7,7,8,8,8,8,7,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,7,8,8,7,7,7,11,11,10,10,10,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,4,4,4,7,4,7,7,8,7,7,7,3,3,7,7,7,7,1,1,1,1,4,4,4,4,4,1,1,1,7,7,7,7,10,10,11,7,7,8,8,8,8,8,8,7,0,0,0,0,0,0,0
