1
10005-49
fantasy,
Free
25,37
-1,-1,-1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,-1,-1,-1,-1
-1,-1,-1,-1,6,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,-1,-1,-1,-1,-1
-1,-1,-1,-1,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,-1,-1,-1,-1,-1
-1,-1,-1,-1,7,9,9,9,9,7,7,7,7,6,6,6,6,6,6,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,9,8,8,8,8,9,7,7,7,6,6,5,5,5,5,-1,-1,-1,-1,-1,-1
-1,-1,-1,9,8,8,8,8,8,8,9,7,11,11,11,11,5,5,5,5,-1,-1,-1,-1,-1
-1,11,11,8,8,8,8,8,8,8,8,11,11,11,12,11,11,5,5,6,-1,-1,-1,-1,-1
11,11,11,8,8,8,8,9,8,8,9,11,11,12,11,11,11,5,5,6,-1,-1,-1,-1,-1
12,11,11,9,8,8,9,13,8,9,13,11,12,12,11,11,12,5,6,6,-1,-1,-1,-1,-1
12,12,11,14,9,8,13,14,9,14,7,7,7,12,12,12,12,6,6,6,-1,-1,-1,-1,-1
12,12,11,14,13,9,14,9,9,13,7,7,6,6,6,6,6,6,6,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,14,13,9,14,13,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,2,13,14,14,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1,-1
-1,-1,-1,-1,2,2,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1
-1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1,-1,-1,-1
-1,-1,-1,2,2,0,0,0,0,0,2,2,2,0,0,0,0,1,2,2,2,-1,-1,-1,-1
-1,-1,-1,2,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,2,2,-1,-1,-1,-1
-1,-1,-1,2,0,1,1,1,1,1,1,0,1,1,1,1,1,10,1,2,2,-1,-1,-1,-1
-1,-1,-1,2,1,10,10,1,1,1,1,10,1,1,1,1,10,11,10,2,2,-1,-1,-1,-1
-1,-1,-1,2,2,11,11,10,10,10,10,10,10,10,10,10,11,11,11,2,2,-1,-1,-1,-1
-1,-1,-1,2,2,11,4,11,11,11,11,11,11,11,11,11,4,11,11,2,2,-1,-1,-1,-1
-1,-1,-1,-1,2,11,11,4,4,10,10,10,10,10,4,4,10,10,10,3,3,-1,-1,-1,-1
-1,-1,-1,-1,2,2,10,10,10,10,6,6,6,6,6,6,6,6,6,6,6,-1,-1,-1,-1
-1,-1,-1,-1,-1,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,-1,-1
-1,-1,-1,-1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,-1
-1,-1,-1,6,6,6,6,6,6,6,6,5,5,5,5,5,5,6,6,6,6,6,6,6,6
-1,-1,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,5,5,6,6,6,6,6,6
-1,-1,6,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,5,6,-1,-1,-1,-1
-1,-1,6,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,6,6,6,6,6,6,6,6,6,6,6,5,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,6,6,6,6,6,6,6,6,5,5,5,5,5,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,6,6,6,6,6,6,6,5,5,6,6,6,5,5,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,6,6,6,6,6,6,6,6,6,6,6,5,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,6,6,6,6,6,6,6,6,6,6,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,6,6,6,6,6,6,6,6,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,6,6,6,6,-1,-1,-1,-1,-1,-1
0.937255,0.9254903,0.9254903
0.8588236,0.8588236,0.8588236
0.7882354,0.7882354,0.7921569
0.7215686,0.7215686,0.7215686
0.1372549,0.1176471,0.1686275
0.1764706,0.1529412,0.4470589
0.2431373,0.2039216,0.6
0.3411765,0.2313726,0.6705883
0.8000001,0.2039216,0.1607843
0.9568628,0.4588236,0.1019608
0.909804,0.5803922,0.3294118
0.9254903,0.6588235,0.454902
0.937255,0.7686275,0.5607843
0.9647059,0.6235294,0.1176471
0.9686275,0.8235295,0.2901961
