1
10-3
False,0
False,0
44,43
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,-1,4,4,4,4,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,6,4,1,1,1,0,4,5,5,5,5,5,5,5,5,5,5,5,6,4,4,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,6,4,1,1,0,0,0,4,5,5,5,5,6,6,6,6,6,6,6,6,6,4,4,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,5,6,6,4,5,6,6,6,6,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,4,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,6,6,4,5,5,6,6,6,6,4,5,3,3,6,6,6,6,6,6,6,6,6,6,6,4,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,5,6,6,4,5,6,6,6,6,6,4,6,3,3,6,6,6,6,6,6,6,6,6,6,6,4,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,6,6,6,4,5,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,6,6,6,6,6,6,6,3,3,6,6,6,6,6,6,6,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,6,6,6,6,6,6,6,3,3,6,6,6,6,6,6,6,6,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,5,5,5,5,5,5,5,5,6,4,4,4,4,4,4,6,6,6,6,6,6,6,6,4,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,4,4,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,4,4,6,6,6,6,6,0,0,4,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,4,4,4,5,5,5,5,6,6,6,4,4,4,4,4,4,4,4,4,4,4,6,6,6,6,4,6,6,6,0,0,0,4,-1,-1,-1,-1,-1,-1,-1
-1,-1,4,4,4,4,5,5,5,5,6,4,4,4,1,1,1,1,1,1,1,0,0,0,0,4,4,4,4,4,6,0,0,0,0,0,4,-1,-1,-1,-1,-1,-1,-1
-1,4,4,4,4,5,5,5,5,6,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,-1,-1,-1,-1,-1,-1,-1
4,4,4,4,4,5,5,5,6,4,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,6,4,-1,-1,-1,-1,-1,-1
4,4,4,4,5,5,5,6,4,4,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,6,6,6,4,4,-1,-1,-1,-1
4,4,4,4,5,5,6,6,4,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,4,6,6,6,6,6,4,4,-1,-1,-1
4,4,4,4,5,5,6,6,4,1,1,2,2,2,2,2,2,0,0,0,4,4,4,0,0,0,0,2,2,2,2,2,2,0,4,6,6,6,6,4,4,4,-1,-1
4,4,4,4,5,5,6,6,4,1,1,2,2,2,2,2,2,0,0,4,0,0,0,4,0,0,0,2,2,2,2,2,2,0,4,6,6,6,6,4,4,4,4,-1
4,4,4,4,4,5,6,6,4,1,1,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,4,6,6,6,4,4,4,4,4
4,4,4,4,4,5,6,6,4,1,1,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,2,2,2,2,2,2,0,0,4,6,6,6,4,4,4,4,4
4,4,4,4,4,4,6,6,4,1,1,0,0,0,0,0,4,4,0,0,4,4,4,0,0,0,0,0,2,2,2,2,0,0,0,4,6,6,6,4,4,4,4,4
4,4,4,4,4,4,6,6,6,4,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,6,6,6,6,4,4,4,4,4
4,4,4,4,4,6,6,6,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,6,6,6,6,4,4,4,4,4
4,4,4,4,4,6,6,6,6,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,6,6,4,4,4,4,4,4
-1,4,4,4,4,6,6,6,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,6,6,6,4,4,4,4,4,4,4
-1,4,4,4,4,6,6,6,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,6,6,4,4,4,4,4,4,4,4
-1,-1,4,4,4,6,6,6,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,6,6,4,4,4,4,4,4,4,-1
-1,-1,4,4,4,6,6,6,6,6,6,4,0,0,0,0,0,0,4,4,4,4,4,0,0,0,0,0,0,0,4,6,6,6,6,6,4,4,4,4,4,4,4,-1
-1,-1,-1,4,4,6,6,6,6,6,6,6,4,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,6,6,6,6,6,4,4,4,4,4,4,-1,-1
-1,-1,-1,-1,4,6,6,6,6,6,6,6,6,4,0,0,0,4,0,0,0,0,4,4,0,0,0,0,0,4,6,6,6,6,6,6,4,4,4,4,4,-1,-1,-1
-1,-1,-1,-1,4,6,6,6,6,6,6,6,6,6,4,0,0,4,0,0,0,4,0,0,0,0,0,0,4,6,6,6,6,6,6,6,4,4,4,4,-1,-1,-1,-1
-1,-1,-1,-1,-1,4,6,6,6,6,6,6,6,6,6,4,4,4,0,0,0,0,0,0,0,0,4,4,6,6,6,6,6,6,6,6,4,4,4,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,4,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,4,4,4,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.9725491,0.9490197,0.9490197
0.9137256,0.8313726,0.8313726
0.9686275,0.6509804,0.6509804
0.8509805,0.1960784,0.09411766
0.172549,0.1529412,0.1254902
0.9607844,0.8039216,0.2313726
1,0.9333334,0.2470588
