1
18-2
False,0
False,0
30,21
-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,1,6,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,1,6,6,6,6,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,1,6,6,6,6,6,6,6,7,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,1,6,6,7,7,7,7,7,7,7,7,7,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,1,6,7,7,7,7,7,7,7,7,7,7,7,7,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,1,1,1,7,7,7,7,7,7,7,5,5,5,7,7,7,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,6,6,1,7,7,7,7,7,7,7,5,9,9,7,8,8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,6,6,6,1,7,7,7,7,7,7,7,7,0,9,8,8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,6,6,6,1,7,7,7,7,7,7,8,8,8,8,8,8,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,6,6,6,1,7,7,8,8,8,8,8,8,8,8,8,8,1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1
1,6,6,6,1,8,8,8,8,8,8,8,8,8,8,8,1,-1,-1,-1,-1,-1,-1,2,3,2,-1,-1,-1,-1
-1,1,6,1,-1,1,1,8,8,8,8,8,8,8,8,1,-1,-1,-1,-1,-1,-1,2,3,3,3,2,-1,-1,-1
-1,-1,1,-1,-1,-1,-1,1,8,8,8,8,6,6,1,-1,-1,-1,-1,-1,-1,2,3,3,3,3,3,2,-1,-1
-1,-1,-1,-1,-1,-1,-1,1,6,6,6,6,1,1,-1,-1,-1,-1,-1,-1,2,3,3,3,3,3,3,3,2,-1
-1,-1,-1,-1,-1,-1,-1,1,6,6,6,1,-1,-1,-1,-1,-1,-1,-1,2,3,3,3,3,4,3,3,3,3,2
-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,3,4,4,4,3,3,3,3,2
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,4,4,4,2,3,3,3,3,2
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,4,3,2,-1,2,3,3,3,2
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,2,2,2,-1
0.9254903,0.9568628,0.9686275
0.7137255,0.4588236,0.2980392
0.7215686,0.07058824,0.06666667
0.8901961,0.254902,0.254902
1,0.3960785,0.4117647
1,0.4666667,0.6313726
0.9490197,0.7098039,0.3490196
0.9921569,0.8156863,0.4470589
1,0.937255,0.6235294
0.1019608,0.1098039,0.1215686
