1
10006-12
fashion,
Free
19,19
-1,2,-1,-1,-1,-1,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,-1
-1,2,-1,-1,-1,3,3,4,5,4,4,4,4,-1,-1,-1,-1,-1,-1
-1,2,-1,-1,-1,3,4,4,4,5,5,4,4,-1,-1,-1,-1,-1,-1
-1,2,-1,-1,3,4,1,1,1,4,5,4,-1,-1,-1,-1,-1,-1,-1
-1,2,-1,-1,4,4,0,0,1,4,4,-1,-1,-1,-1,-1,-1,-1,-1
-1,2,-1,3,4,0,0,1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,3,3,4,4,0,1,4,-1,-1,-1,-1,3,3,3,3,3,3,3
3,3,4,5,0,0,1,4,-1,-1,-1,3,3,4,5,4,4,4,4
3,4,4,0,0,1,4,2,-1,-1,-1,3,4,4,4,5,5,4,4
4,4,5,0,0,1,4,2,-1,-1,3,4,1,1,1,4,5,4,-1
4,4,0,0,1,4,-1,2,-1,-1,4,4,0,0,1,4,4,-1,-1
4,5,1,1,4,-1,-1,2,-1,3,4,0,0,1,4,-1,-1,-1,-1
-1,4,4,4,-1,-1,-1,2,3,4,4,0,1,4,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,3,3,4,5,0,0,1,4,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,3,4,4,0,0,1,4,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,4,4,5,0,0,1,4,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,4,4,0,0,1,4,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,4,5,1,1,4,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,0.7019608,0.764706
0.9529412,0.5882353,0.6627451
0.09411766,0.01176471,0.3215686
0.1568628,0.01960784,0.5137255
0.2784314,0.0509804,0.854902
0.5960785,0.509804,0.9921569
