1
10006-17
fashion,
Vip
58,68
-1,-1,-1,-1,-1,10,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,10,10,10,-1,-1,-1,-1,-1
-1,-1,-1,-1,10,11,11,11,11,11,10,-1,-1,-1,-1,-1,-1,-1,9,9,9,9,9,7,5,5,5,5,5,5,5,5,7,9,5,5,9,9,9,9,-1,-1,-1,-1,-1,-1,-1,10,11,11,11,11,11,10,-1,-1,-1,-1
-1,-1,-1,-1,2,10,10,10,10,10,2,2,-1,9,-1,-1,9,9,5,5,5,5,9,7,5,5,6,6,6,6,5,7,7,9,5,5,5,5,5,5,9,9,-1,-1,9,-1,2,2,10,10,10,10,10,2,-1,-1,-1,-1
-1,-1,-1,2,1,1,1,1,2,1,1,1,9,5,9,9,5,5,5,5,5,9,7,5,5,6,6,6,6,6,6,5,7,7,9,5,5,5,5,7,5,5,9,9,5,9,1,1,1,1,1,1,2,2,2,-1,-1,-1
-1,-1,2,1,0,1,1,1,2,0,0,1,9,5,5,5,5,5,5,5,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,5,5,5,5,7,7,5,11,10,9,1,0,1,1,1,2,0,0,1,2,-1,-1
-1,-1,2,1,0,1,1,1,2,0,0,1,9,10,7,7,7,5,5,5,5,11,11,11,11,11,11,11,11,11,11,11,11,11,11,10,5,5,6,6,5,7,7,11,10,9,1,0,1,1,2,0,0,0,1,2,-1,-1
7,2,1,0,0,0,1,1,2,0,0,1,9,10,11,11,11,11,11,11,10,7,5,6,6,6,6,6,5,7,6,6,6,5,7,5,11,11,11,11,11,11,11,7,5,9,1,0,1,1,2,0,0,0,0,1,2,-1
-1,2,1,0,0,0,1,1,2,0,0,1,9,10,11,11,11,11,11,11,10,7,5,6,6,6,6,5,9,7,6,6,6,5,7,9,11,11,11,11,11,11,11,7,5,9,1,0,1,2,0,0,0,0,0,1,2,-1
2,1,0,0,0,0,1,1,2,0,0,1,9,5,7,5,6,5,5,5,9,7,5,6,6,6,6,5,9,7,6,6,6,5,7,9,5,5,6,6,6,6,5,7,5,9,3,3,1,2,0,0,0,0,0,0,1,2
2,1,0,0,0,0,0,1,1,2,0,1,9,5,7,5,6,6,5,5,9,7,5,6,6,6,6,5,9,7,6,6,6,5,7,9,5,5,6,6,6,6,5,7,5,9,3,3,3,2,0,0,0,0,0,0,1,2
2,1,0,0,0,0,0,1,1,2,0,1,9,5,7,5,6,6,5,5,9,7,5,6,6,6,6,5,9,7,6,6,6,5,7,9,5,5,6,6,6,6,5,7,5,9,3,3,3,2,0,0,0,0,0,0,1,2
2,1,0,0,1,2,0,1,1,2,0,1,9,5,7,5,6,6,5,5,9,7,5,11,11,11,11,10,10,11,11,11,11,5,7,9,5,5,6,11,11,10,11,11,10,9,3,3,1,2,0,0,0,0,0,0,1,2
2,1,0,0,1,2,0,0,1,2,0,1,9,5,7,5,6,6,5,5,9,7,5,11,11,11,11,10,10,11,11,11,11,5,7,9,5,6,6,11,11,10,11,11,10,9,1,0,1,2,0,0,0,0,0,0,1,2
2,1,0,0,1,2,0,0,1,2,0,1,9,10,11,11,11,11,11,11,10,11,11,6,6,6,5,9,7,6,6,6,6,11,11,10,11,11,11,6,7,5,5,7,5,9,1,0,1,2,0,0,0,0,0,0,1,2
-1,2,1,0,1,2,0,0,1,2,0,1,9,10,11,11,11,11,11,11,10,11,11,6,6,6,5,9,7,6,6,6,6,11,11,10,11,11,11,6,7,5,5,7,5,9,1,0,1,2,0,2,1,0,0,1,2,-1
-1,2,1,0,0,1,2,0,1,2,0,1,9,5,7,5,6,6,6,5,9,7,5,6,6,6,5,9,7,6,6,6,6,5,7,9,5,6,6,6,7,5,5,7,5,9,1,0,1,2,0,2,1,0,0,1,2,-1
-1,2,1,0,0,1,2,0,1,1,0,0,1,9,5,7,5,6,6,5,9,7,5,6,6,6,5,9,7,6,6,6,6,5,7,9,5,6,6,6,7,5,6,5,9,1,0,0,1,2,0,2,1,0,0,1,2,-1
-1,-1,2,1,0,1,2,0,1,1,0,0,1,9,5,7,5,6,6,5,9,7,5,6,6,5,9,7,6,6,6,6,6,5,7,9,5,6,6,7,7,5,6,5,9,1,0,0,1,0,0,2,1,0,1,2,-1,-1
-1,-1,2,1,0,1,2,0,1,1,0,0,1,9,5,7,5,6,6,6,9,7,11,11,11,11,10,10,11,11,6,6,6,5,7,9,6,6,11,10,11,11,11,10,9,1,0,0,1,0,0,2,1,0,1,2,-1,-1
-1,-1,2,1,0,0,1,2,1,1,0,0,3,9,5,7,5,6,6,6,9,7,11,11,11,11,10,10,11,11,6,6,6,5,7,9,6,6,11,10,11,11,11,10,9,1,0,0,1,0,2,1,1,0,1,2,-1,-1
-1,-1,2,1,0,0,1,2,0,1,0,3,3,3,9,10,11,11,11,11,10,11,5,6,6,5,9,7,6,6,11,11,11,11,10,10,11,11,7,9,5,6,5,9,1,0,0,0,1,0,2,1,0,0,1,2,-1,-1
-1,-1,2,1,0,0,1,2,0,1,0,3,3,3,9,10,11,11,11,11,10,11,5,6,6,5,9,7,6,6,11,11,11,11,10,10,11,11,7,9,5,6,5,9,1,0,0,0,1,0,2,1,0,3,3,2,-1,-1
-1,-1,2,1,0,0,1,2,0,1,0,0,3,3,9,5,7,6,6,6,6,7,5,6,6,5,9,7,6,6,6,6,6,5,7,9,6,7,9,5,5,6,5,9,1,0,0,0,1,0,2,1,3,3,3,2,-1,-1
-1,-1,2,1,0,0,1,2,0,1,0,0,0,1,9,5,7,6,6,6,6,7,5,6,6,5,7,6,6,6,6,6,6,5,7,9,6,7,9,5,6,6,5,9,1,0,0,0,1,0,2,1,3,3,3,2,-1,-1
-1,-1,-1,2,1,0,0,2,0,1,0,0,0,1,9,5,7,6,6,6,6,6,5,6,6,5,7,6,6,6,6,6,6,5,7,9,6,7,9,5,6,6,5,9,1,0,0,0,1,0,1,0,0,3,2,-1,-1,-1
-1,-1,-1,2,1,0,0,1,0,1,0,0,0,1,9,5,7,6,6,6,11,11,11,11,11,10,10,11,6,6,6,6,6,5,6,11,10,10,11,11,11,10,5,9,1,0,0,0,1,0,1,0,0,1,2,-1,-1,-1
-1,-1,-1,2,1,0,0,1,0,0,0,0,0,0,1,9,5,7,6,6,11,11,11,11,11,10,10,11,6,6,6,6,6,5,6,11,10,10,11,11,11,10,9,1,0,0,0,0,0,0,1,0,0,1,2,-1,-1,-1
-1,-1,-1,-1,2,1,0,1,0,0,0,0,0,0,1,9,10,11,11,11,6,6,5,6,6,5,7,6,11,11,11,11,11,11,11,6,7,9,5,5,6,5,9,1,0,0,0,0,0,0,1,0,1,2,-1,-1,-1,-1
-1,-1,-1,-1,2,1,0,0,0,0,0,0,0,0,1,9,10,11,11,11,6,6,6,6,6,5,7,6,11,11,11,11,11,11,11,6,7,9,5,5,6,5,9,3,0,0,0,0,0,0,0,0,1,2,-1,-1,-1,-1
-1,-1,-1,-1,2,1,0,0,0,0,0,0,0,0,0,1,9,5,7,6,6,6,6,6,6,5,7,6,6,6,6,6,6,6,6,6,7,9,5,5,5,9,3,3,3,1,0,0,0,0,1,1,1,2,-1,-1,-1,-1
-1,-1,-1,-1,2,1,0,0,0,0,0,0,0,0,0,1,9,5,5,7,6,6,6,6,6,5,7,5,5,5,5,5,5,6,6,6,7,9,5,5,5,9,3,3,3,0,1,1,1,1,0,0,1,2,-1,-1,-1,-1
-1,-1,-1,-1,2,1,0,0,0,0,0,0,0,0,0,0,1,9,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,5,5,5,7,9,5,5,9,1,3,3,0,0,0,0,0,0,0,0,1,2,-1,-1,-1,-1
-1,-1,-1,-1,2,1,3,3,1,0,0,0,0,0,1,1,1,9,5,5,4,4,4,4,4,3,3,11,3,3,11,3,3,4,4,4,4,4,5,5,9,1,0,0,0,0,0,0,0,0,0,0,1,2,-1,-1,-1,-1
-1,-1,-1,-1,-1,2,3,3,3,1,1,1,1,1,0,0,1,9,5,4,3,3,11,3,3,4,4,4,4,4,4,4,4,3,3,11,3,3,4,5,9,1,0,0,0,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,2,3,3,3,0,0,0,0,0,0,0,0,1,9,3,4,4,4,4,4,0,0,0,0,0,1,1,0,4,4,4,4,4,0,4,1,0,0,0,0,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,2,3,3,0,0,0,0,0,0,0,0,0,1,2,3,3,0,0,0,0,0,0,0,0,1,9,9,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,2,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,1,0,0,1,9,5,5,9,9,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,2,1,0,0,0,0,3,3,0,0,1,2,0,0,0,1,1,9,9,9,1,0,1,9,5,6,5,5,9,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,2,1,0,0,0,3,3,3,3,0,1,2,0,0,1,9,9,5,9,5,9,1,1,9,5,6,6,5,5,9,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,2,1,0,0,0,3,3,3,3,1,2,0,0,1,9,5,5,5,5,5,9,1,1,9,5,6,6,6,5,9,1,0,0,0,3,2,1,0,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,2,1,0,0,0,0,3,3,0,1,2,0,0,1,9,5,5,5,5,5,5,9,1,9,5,6,6,6,5,9,1,0,0,3,3,2,1,0,0,0,0,0,3,3,1,2,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,2,1,0,0,0,0,0,0,1,2,0,0,0,1,9,5,5,5,5,5,9,1,9,5,6,6,6,5,9,1,0,0,3,3,2,1,0,0,0,0,3,3,3,2,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,2,1,0,0,0,0,0,1,2,7,0,0,0,0,1,9,5,5,5,5,9,1,9,5,6,6,5,9,1,0,0,0,0,3,3,2,1,0,0,0,3,3,3,2,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,2,1,0,0,0,0,0,1,2,0,0,0,0,0,1,9,5,5,5,9,9,1,9,5,6,6,5,9,1,0,0,0,0,0,0,2,1,0,0,0,0,3,3,2,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,2,1,0,0,0,0,0,1,2,0,0,0,0,0,1,9,5,5,5,5,5,9,5,6,6,6,5,9,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,1,9,5,5,5,5,9,5,6,6,6,5,9,1,0,0,0,0,0,0,0,2,1,0,0,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,3,9,5,5,5,5,9,5,6,6,6,5,9,3,3,0,0,0,0,0,0,2,1,0,0,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,2,1,0,0,0,1,2,0,0,0,0,0,0,3,3,9,5,5,5,5,9,5,6,6,6,5,9,3,3,3,0,0,0,0,0,2,1,0,0,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,2,1,0,0,0,1,2,0,0,0,0,0,0,3,3,9,5,5,5,5,9,5,6,6,5,9,3,3,3,3,0,0,0,0,0,2,1,0,0,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,3,3,9,5,5,5,9,5,6,6,5,9,1,3,3,0,0,0,0,0,0,2,1,0,0,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,0,0,1,2,0,0,0,0,0,0,0,0,1,9,5,5,5,9,5,6,6,5,9,1,0,0,0,0,0,0,0,0,2,1,0,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,9,5,9,9,5,6,6,5,9,1,0,0,0,0,0,0,0,0,2,1,0,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,0,0,1,2,0,0,0,0,0,0,0,0,0,1,9,5,5,9,5,6,5,9,1,0,0,0,0,0,0,0,0,0,2,1,0,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,0,0,1,0,0,0,3,3,0,0,0,0,0,0,1,9,5,9,5,5,5,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,1,10,10,10,5,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,0,0,0,0,3,3,3,3,0,0,0,0,0,1,10,10,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,0,0,0,0,0,3,3,0,0,0,0,0,0,1,10,11,11,10,10,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,8,9,10,11,11,10,9,8,1,0,0,0,0,3,3,0,0,0,0,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1,0,0,0,0,0,0,0,1,8,9,5,5,10,10,5,5,9,8,1,0,0,3,3,3,3,0,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1,0,0,0,0,1,8,9,5,5,8,8,8,8,5,5,9,8,1,0,3,3,3,3,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1,0,1,8,9,5,5,8,8,8,8,9,8,5,5,9,8,1,0,3,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1,8,9,5,8,8,8,8,9,9,9,8,5,9,8,1,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,8,9,5,8,8,8,8,9,9,9,9,9,8,5,9,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,5,8,8,8,9,9,9,9,9,9,8,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,9,9,9,9,9,9,9,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,9,9,9,9,9,9,9,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8,8,8,8,8,8,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.8610322,0.9740028,0.9959397
0.6,0.9058824,0.9960785
0.2431373,0.7450981,0.9019608
0.8431373,0.7098039,0.9921569
0.5215687,0.4509804,0.9725491
0.9921234,0.6211811,0.7919212
0.9960785,0.7680421,0.8674159
0.9960785,0.8705883,0.937255
0.8627452,0.04705883,0.4039216
0.9803922,0.3529412,0.6392157
0.9843138,0.682353,0.3176471
0.9921569,0.9411765,0.5843138
