1
10006-46
fashion,
Free
16,45
4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5
4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5
4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5
4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5
4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5
4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5
3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5
3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5
3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5
3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5
3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5
3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5
3,3,3,4,4,4,4,4,4,4,4,5,5,5,5,5
3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5
-1,4,4,4,4,4,4,4,5,5,5,5,5,5,5,-1
-1,3,4,4,4,4,4,4,4,4,5,5,5,5,5,-1
-1,3,4,4,4,4,4,4,4,4,5,5,5,5,5,-1
-1,3,3,4,4,4,4,4,4,5,5,5,5,5,5,-1
-1,3,3,3,3,4,4,5,5,5,5,5,5,5,5,-1
-1,-1,1,2,0,0,2,1,2,1,1,2,2,2,-1,-1
-1,-1,1,2,0,0,2,1,2,1,1,2,2,2,-1,-1
-1,-1,1,2,0,0,2,1,2,1,1,2,2,2,-1,-1
-1,-1,1,2,0,0,2,1,2,1,1,2,2,2,-1,-1
-1,-1,1,2,0,0,2,1,2,1,1,2,2,2,-1,-1
-1,-1,1,2,0,0,2,1,2,1,1,2,2,2,-1,-1
-1,-1,1,2,0,0,2,1,2,1,1,2,2,2,-1,-1
-1,-1,1,2,0,0,2,1,2,1,1,2,2,2,-1,-1
-1,-1,-1,7,7,7,6,6,6,6,6,6,6,-1,-1,-1
-1,-1,-1,7,7,7,6,6,6,6,6,6,6,-1,-1,-1
-1,-1,-1,7,7,7,6,6,6,6,6,6,6,-1,-1,-1
-1,-1,-1,7,7,7,6,6,6,6,6,6,6,-1,-1,-1
-1,-1,-1,7,7,7,6,6,6,6,6,6,6,-1,-1,-1
-1,-1,-1,7,7,7,7,7,6,6,6,6,6,-1,-1,-1
-1,-1,-1,7,0,0,0,7,7,6,6,6,6,-1,-1,-1
-1,-1,-1,0,8,8,8,8,7,7,6,6,6,-1,-1,-1
-1,-1,-1,8,8,8,8,8,8,7,7,6,6,-1,-1,-1
-1,-1,-1,8,8,8,8,8,8,8,7,6,6,-1,-1,-1
-1,-1,-1,8,8,8,8,8,8,8,7,6,6,-1,-1,-1
-1,-1,-1,8,8,8,8,8,8,8,7,6,6,-1,-1,-1
-1,-1,-1,8,8,8,8,8,8,8,8,6,6,-1,-1,-1
-1,-1,-1,-1,8,8,8,8,8,8,8,6,6,-1,-1,-1
-1,-1,-1,-1,8,8,8,8,8,8,7,6,6,-1,-1,-1
-1,-1,-1,-1,-1,8,8,8,8,8,7,6,6,-1,-1,-1
-1,-1,-1,-1,-1,-1,8,8,8,7,7,6,6,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,7,7,6,6,-1,-1,-1,-1
1,1,1
0.7529413,0.7960785,0.8627452
0.5450981,0.6078432,0.7058824
0.3529412,0.4078432,0.5333334
0.2235294,0.2666667,0.4
0.1490196,0.1686275,0.2666667
0.6196079,0.1568628,0.2078432
0.8941177,0.2313726,0.2666667
0.9647059,0.4588236,0.4745098
