1
10006-41
fashion,
Ads
32,33
-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1
-1,-1,-1,-1,-1,4,3,-1,-1,-1,-1,-1,-1,-1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,3,-1,-1
-1,-1,-1,-1,4,3,-1,-1,-1,-1,-1,-1,-1,4,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,-1
-1,-1,-1,-1,4,3,3,2,2,2,2,1,1,4,3,3,2,2,2,2,1,1,1,1,1,1,2,2,3,3,3,-1
-1,-1,-1,-1,4,4,3,3,2,1,0,0,0,4,4,3,3,2,1,1,1,1,1,1,1,1,1,1,2,3,3,-1
-1,-1,-1,-1,4,4,4,4,1,0,0,0,0,4,4,4,4,1,0,1,1,1,1,1,1,1,1,1,1,2,3,-1
-1,-1,-1,0,0,4,4,0,0,0,0,0,0,0,4,4,1,0,0,0,1,1,1,1,1,1,1,1,1,1,-1,-1
-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,-1
-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,-1
-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,-1
-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,-1
-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,-1
-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,2,-1
-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,-1
-1,-1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0,0,1,1,2,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,1,0,0,0,0,1,1
0,0,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,-1,0,1,1,-1
0,0,1,1,1,1,2,2,0,0,0,0,0,0,1,1,0,0,1,1,1,1,2,2,1,2,2,-1,-1,-1,-1,-1
-1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,2,-1,-1,-1,-1,-1,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,1,2,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,1,1,0,1,2,2,0,1,2,-1,-1,-1,1,1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,-1,-1,0,0,1,1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,1,1,1,0,0,0,0,1,-1,-1,-1,0,0,0,1,-1
-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,0,0,0,0,1,1,0,0,0,0,1,-1,-1,-1,-1,-1,0,0,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0,1,-1,-1,-1,-1,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,-1,-1,-1,-1,-1
1,0.9294118,0.9058824
1,0.7960785,0.7960785
0.9882354,0.627451,0.6509804
0.9921569,0.7725491,0.172549
1,0.9215687,0.3411765
