1
10006-32
fashion,
Ads
62,64
-1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1
-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1
4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4
4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4
4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4
4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4
4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4
5,4,7,11,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,5
4,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,11,7,4
7,11,4,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,4,11,7
7,9,4,13,13,13,13,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13,13,1,0,4,9,7
-1,7,9,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,14,15,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,4,9,7,-1
-1,7,9,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,14,1,1,14,8,10,15,1,1,14,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,9,7,-1
-1,7,7,4,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,10,8,14,14,8,13,13,10,15,14,8,10,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,4,7,7,-1
-1,-1,7,9,4,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,15,10,13,13,8,15,10,13,12,10,14,8,13,13,10,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,4,9,7,-1,-1
-1,-1,7,7,4,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,14,15,10,12,13,10,15,15,12,8,15,15,10,13,12,10,15,14,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,4,7,7,-1,-1
-1,-1,-1,7,9,4,13,13,0,0,0,0,0,0,0,0,0,1,1,1,15,10,8,14,15,8,12,15,16,16,15,15,16,16,15,12,8,15,14,8,10,15,1,1,1,0,0,0,0,0,0,0,0,0,13,13,4,9,7,-1,-1,-1
-1,-1,-1,7,7,4,13,13,0,0,0,0,0,0,1,1,1,16,16,15,10,13,13,8,14,15,15,16,4,6,6,6,8,7,16,15,15,14,8,13,13,10,15,16,16,1,1,1,0,0,0,0,0,0,13,13,4,7,7,-1,-1,-1
-1,-1,-1,-1,5,7,4,13,0,0,0,0,1,1,16,16,16,16,16,15,10,12,13,10,15,16,16,6,8,6,6,6,13,8,8,16,16,14,10,13,12,10,15,16,16,16,16,16,1,1,0,0,0,0,13,4,7,5,-1,-1,-1,-1
-1,-1,-1,-1,7,7,4,13,13,0,1,1,16,16,16,16,16,16,15,14,15,8,12,15,7,8,8,6,6,6,6,6,13,13,13,8,8,7,15,12,8,15,14,15,16,16,16,16,16,16,1,1,0,13,13,4,7,7,-1,-1,-1,-1
-1,-1,-1,-1,-1,7,7,4,13,1,16,16,16,16,16,16,16,15,10,8,14,15,15,7,8,12,12,13,9,9,6,6,9,9,13,13,13,8,7,15,15,14,8,10,15,16,16,16,16,16,16,16,1,13,4,7,7,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,7,7,4,1,16,16,16,16,16,16,16,15,10,13,13,8,14,16,8,12,12,13,13,6,9,9,6,6,9,9,9,13,13,8,16,14,8,13,13,10,15,16,16,16,16,16,16,16,2,4,7,7,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,7,7,15,15,16,16,16,16,0,0,15,10,12,13,10,15,8,8,12,13,0,6,6,8,6,6,6,6,6,6,12,9,8,8,15,10,13,12,10,15,0,0,16,16,16,16,15,15,7,7,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,7,7,14,15,15,16,0,0,0,0,0,15,8,12,15,16,8,12,13,13,13,6,6,8,6,6,6,6,6,6,6,8,8,6,16,15,12,8,15,0,0,0,0,0,16,15,15,14,7,7,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,7,14,14,15,15,1,0,0,0,1,15,15,15,16,7,8,12,0,13,0,5,0,8,8,6,6,8,8,8,8,8,8,6,8,16,15,15,15,1,0,0,0,1,15,15,14,14,7,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,7,14,14,14,15,15,2,2,1,15,10,8,14,16,7,8,12,13,6,8,8,8,8,8,6,6,6,8,8,9,9,6,6,8,16,14,8,10,15,1,2,2,15,15,14,14,14,7,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,7,7,14,14,14,15,15,15,15,10,13,13,8,14,8,8,9,9,10,0,8,8,6,6,6,6,6,6,8,9,9,9,6,6,14,8,13,13,10,15,15,15,15,14,14,14,5,7,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,7,5,14,14,14,15,15,15,10,12,13,10,15,8,13,13,9,10,0,8,8,6,6,6,6,6,6,0,9,6,6,6,6,15,10,13,12,10,15,15,15,14,14,14,5,7,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,14,14,14,14,14,15,8,12,15,16,8,13,13,13,9,9,8,6,6,6,6,6,8,8,0,6,6,6,6,8,16,15,12,8,15,14,14,14,14,14,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,14,14,14,14,14,15,15,15,16,8,13,13,13,13,9,8,6,6,6,6,8,8,8,0,6,6,6,8,8,16,15,15,15,14,14,14,14,14,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,14,14,14,15,8,12,15,16,8,13,13,13,9,8,8,6,6,6,8,6,6,6,5,6,8,8,16,15,12,8,15,14,14,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,15,10,12,13,10,15,8,13,13,13,13,8,8,8,6,6,6,0,5,0,6,0,8,8,15,10,13,12,10,15,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,15,10,13,13,8,14,16,8,13,13,8,8,9,9,6,6,6,6,6,13,13,8,7,16,14,8,13,13,10,15,8,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,7,7,7,5,14,10,8,14,15,15,8,8,8,8,9,9,9,6,6,6,13,13,0,13,8,7,15,15,14,8,10,15,7,7,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,4,4,4,4,4,15,14,15,8,12,15,8,8,8,8,9,9,6,6,13,13,13,0,8,6,15,12,8,15,14,15,4,4,4,4,4,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,4,4,4,4,4,4,4,4,15,10,12,13,10,15,16,16,8,8,9,9,9,13,13,8,16,16,15,10,13,12,10,15,4,4,4,4,4,4,4,4,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,4,4,4,4,4,4,4,4,15,10,13,13,8,14,15,15,16,7,7,8,8,8,8,16,15,15,14,8,13,13,10,15,4,4,4,4,4,4,4,4,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,7,7,4,4,2,2,3,3,3,3,3,3,15,10,8,14,15,8,12,15,16,16,15,15,16,16,15,12,8,15,14,8,10,15,3,3,3,3,3,3,2,2,4,4,7,7,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,7,7,4,3,3,2,2,2,3,3,3,3,3,15,14,15,10,12,13,10,15,15,12,8,15,15,10,13,12,10,15,14,15,3,3,3,3,3,2,2,2,3,3,4,7,8,-1,-1,-1,-1,-1,-1,-1,-1
