1
20001-8
Farm,
Free
33,26
-1,-1,-1,-1,-1,-1,3,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,3,3,3,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,3,3,3,3,3,3,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,3,3,3,3,3,3,3,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,3,3,3,3,3,3,1,3,3,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,3,3,3,3,3,3,1,1,1,1,3,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,3,3,3,3,3,1,1,1,1,1,1,3,3,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,3,3,3,2,2,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,3,3,2,2,2,2,1,1,2,1,1,1,1,1,3,3,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,0,0,0,2,2,2,2,2,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,3,3,0,0,0,2,2,2,2,1,1,1,1,1,2,1,1,3,3,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,3,0,0,0,2,2,2,2,2,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,3,3,0,0,0,2,2,2,2,1,1,1,1,1,1,1,1,3,3,0,0,0,0,0,0,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,3,0,0,0,2,2,2,2,2,1,1,1,1,1,1,1,1,3,0,0,0,0,0,0,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,3,3,0,0,0,2,2,2,2,1,1,1,1,1,1,1,1,3,3,0,0,0,0,0,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,2,2,2,2,2,1,1,2,1,1,1,1,1,3,0,0,0,0,0,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,0,0,0,2,2,2,2,1,1,1,1,1,1,1,1,3,3,0,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,2,2,2,2,2,1,1,1,1,2,1,2,2,3,0,0,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,0,0,0,2,2,2,2,1,1,1,1,1,2,2,2,3,3,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,2,2,2,2,2,1,2,2,2,2,2,0,0,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,0,0,0,2,2,2,2,2,2,2,0,0,0,3,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,2,2,2,2,2,0,0,0,3,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,0,0,0,2,0,0,0,3,3,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,0,0,0,0,3,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,0,3,3,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1
0.6392157,0.6705883,0.07843138
0.3843138,0.3803922,0.03921569
0.2784314,0.2588235,0.02745098
0.9058824,0.8941177,0.1098039
