1
20001-32
Farm,
Ads
19,28
-1,-1,-1,-1,-1,-1,9,9,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,8,9,-1,-1,-1,-1,9,-1,9,9,-1,-1,-1
-1,-1,-1,-1,-1,-1,8,9,9,-1,-1,-1,9,9,9,8,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,8,9,9,-1,-1,8,9,8,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,8,9,9,9,-1,8,10,10,-1,-1,-1,-1
-1,4,5,4,-1,-1,-1,8,12,11,11,-1,11,10,10,-1,-1,-1,-1
4,5,4,5,4,-1,-1,-1,12,12,11,11,10,10,10,-1,-1,-1,-1
5,4,5,4,5,-1,-1,-1,12,0,0,0,0,0,0,-1,-1,-1,-1
4,5,4,-1,-1,4,-1,-1,0,0,0,16,14,16,0,-1,-1,-1,-1
-1,4,5,-1,2,3,-1,-1,0,0,16,16,16,16,16,-1,-1,-1,-1
-1,-1,-1,5,2,2,3,0,16,16,16,16,14,16,16,-1,-1,3,2
-1,-1,-1,-1,-1,2,2,14,16,16,16,16,16,16,16,3,3,2,2
-1,-1,-1,-1,-1,-1,14,16,16,16,14,14,3,14,16,14,2,2,-1
-1,-1,-1,-1,15,13,-1,16,16,14,14,3,2,3,14,16,14,-1,-1
-1,-1,-1,15,13,13,-1,-1,16,3,3,2,2,2,3,14,-1,-1,-1
-1,-1,-1,13,13,-1,13,13,2,2,2,2,14,14,2,-1,-1,-1,-1
-1,-1,-1,-1,14,13,13,3,2,2,2,2,2,2,2,2,-1,-1,-1
-1,-1,-1,-1,-1,14,13,3,13,2,2,2,2,2,16,2,-1,-1,-1
-1,-1,-1,-1,-1,13,13,13,13,2,2,8,2,2,2,2,-1,-1,-1
-1,-1,-1,7,9,13,13,13,13,14,2,8,2,2,8,2,-1,-1,-1
-1,-1,-1,6,6,6,1,13,13,13,14,2,2,2,8,2,-1,-1,-1
-1,-1,-1,-1,6,6,6,1,13,13,13,14,3,2,2,14,-1,-1,-1
-1,-1,-1,-1,-1,9,7,6,1,1,13,13,14,3,13,13,-1,-1,-1
-1,-1,-1,-1,6,7,9,7,6,6,1,13,13,13,13,-1,-1,-1,-1
-1,-1,-1,-1,6,6,7,9,7,6,6,1,13,13,1,6,-1,-1,-1
-1,-1,-1,-1,1,6,6,7,9,7,6,6,1,1,6,6,-1,-1,-1
-1,-1,-1,-1,1,6,6,6,7,9,7,6,6,6,6,-1,-1,-1,-1
-1,-1,-1,-1,-1,1,6,6,6,7,9,9,-1,-1,-1,-1,-1,-1,-1
0.9764706,0.9411765,0.9294118
0.9411765,0.8745099,0.8039216
0.9921569,0.8941177,0.7686275
0.9411765,0.7921569,0.6039216
0.909804,0.654902,0.1058824
0.9960785,0.7529413,0.2235294
0.7686275,0.6,0.4235294
0.6039216,0.482353,0.3372549
0.482353,0.1215686,0.09803922
0.2784314,0.09803922,0.09803922
0.1960784,0.254902,0.4901961
0.3294118,0.427451,0.654902
0.4235294,0.5215687,0.7490196
0.7450981,0.09411766,0.05490196
0.8509805,0.1568628,0.1568628
0.9568628,0.282353,0.2705882
0.9568628,0.2745098,0.2745098
