1
20001-1
Farm,
Free
13,26
-1,-1,-1,-1,-1,2,3,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,2,3,3,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,2,3,3,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,2,3,3,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,2,3,3,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,2,3,3,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,2,3,3,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,2,3,3,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,2,3,3,-1,-1,-1,3,-1
-1,-1,-1,-1,-1,2,3,3,-1,-1,3,3,3
-1,-1,-1,-1,-1,2,3,3,3,3,2,3,3
-1,-1,-1,-1,-1,2,3,3,2,2,2,3,3
-1,-1,-1,-1,-1,3,3,2,0,0,2,3,3
-1,-1,-1,-1,3,2,2,0,0,0,2,3,3
-1,-1,3,3,2,0,0,0,0,0,2,3,3
-1,3,2,2,0,0,0,3,0,0,2,3,3
3,2,0,0,0,3,3,0,0,0,2,3,3
2,0,0,0,3,0,0,0,0,0,2,3,3
2,0,0,3,0,0,0,0,2,2,2,1,3
2,0,0,0,0,0,0,2,2,2,1,-1,-1
2,0,0,0,0,2,2,2,1,1,-1,-1,-1
2,0,0,0,2,2,2,1,-1,-1,-1,-1,-1
2,0,2,2,2,1,1,-1,-1,-1,-1,-1,-1
2,2,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1
2,2,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.9607844,0.8901961,0.7411765
0.9568628,0.8000001,0.4666667
0.7490196,0.5882353,0.2470588
0.4588236,0.2509804,0.1490196
