1
20001-18
Farm,
Free
11,44
-1,-1,-1,-1,3,4,2,-1,-1,-1,-1
-1,-1,-1,-1,3,4,2,-1,-1,-1,-1
-1,-1,-1,-1,3,4,2,-1,-1,-1,-1
-1,-1,-1,-1,3,4,2,-1,-1,-1,-1
-1,-1,-1,-1,3,4,2,-1,-1,-1,-1
-1,-1,-1,-1,3,4,2,-1,-1,-1,-1
-1,-1,-1,-1,3,4,2,-1,-1,-1,-1
-1,-1,-1,-1,3,4,2,-1,-1,-1,-1
-1,-1,-1,-1,3,4,2,-1,-1,-1,-1
-1,-1,-1,-1,3,4,2,-1,-1,-1,-1
-1,-1,-1,-1,3,4,2,-1,-1,-1,-1
-1,-1,-1,-1,3,4,2,-1,-1,-1,-1
-1,-1,-1,-1,3,4,2,-1,-1,-1,-1
-1,-1,-1,-1,3,4,2,-1,-1,-1,-1
-1,-1,-1,-1,3,4,2,-1,-1,-1,-1
-1,-1,-1,-1,3,4,2,-1,-1,-1,-1
-1,-1,-1,-1,3,4,2,-1,-1,-1,-1
-1,-1,-1,-1,3,4,2,-1,-1,-1,-1
-1,-1,-1,-1,3,4,2,-1,-1,-1,-1
-1,-1,-1,-1,2,4,4,-1,-1,-1,-1
-1,-1,-1,-1,3,4,2,-1,-1,-1,-1
-1,-1,-1,-1,3,4,2,-1,-1,-1,-1
-1,-1,-1,-1,3,4,2,-1,-1,-1,-1
-1,-1,-1,-1,3,4,2,-1,-1,-1,-1
-1,-1,-1,-1,3,4,2,-1,-1,-1,-1
-1,-1,-1,-1,3,4,2,-1,-1,-1,-1
-1,-1,-1,-1,3,4,2,-1,-1,-1,-1
-1,-1,-1,-1,3,4,2,-1,-1,-1,-1
-1,-1,-1,-1,3,4,2,-1,-1,-1,-1
-1,-1,-1,-1,3,4,2,-1,-1,-1,-1
-1,-1,-1,-1,3,4,2,-1,-1,-1,-1
-1,-1,-1,-1,3,4,2,-1,-1,-1,-1
-1,-1,-1,-1,3,4,2,-1,-1,-1,-1
-1,-1,-1,4,4,4,4,4,-1,-1,-1
-1,-1,4,4,4,1,4,4,-1,-1,-1
-1,-1,4,2,0,1,1,1,4,-1,-1
-1,-1,4,0,0,1,1,1,4,-1,-1
-1,-1,4,0,0,0,4,1,4,-1,-1
-1,-1,4,0,0,4,1,1,4,-1,-1
-1,-1,4,4,4,4,4,4,4,-1,-1
-1,4,4,4,4,4,4,4,4,4,-1
4,-1,-1,4,4,4,4,4,-1,-1,4
-1,-1,-1,-1,4,4,4,-1,-1,-1,-1
-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1
0.9725491,0.9725491,0.9725491
0.7607844,0.8039216,0.8039216
0.2980392,0.5176471,0.2
0.3294118,0.6745098,0.2
0.3803922,0.2078432,0.1882353
