1
20001-10
Farm,
Free
18,22
-1,-1,-1,-1,-1,-1,4,5,5,5,5,4,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1
-1,-1,-1,3,2,2,2,2,2,1,1,1,2,2,3,-1,-1,-1
-1,3,3,3,2,1,1,1,1,0,0,0,1,1,2,2,3,-1
3,3,2,3,3,3,5,5,5,6,6,6,5,6,2,2,2,2
3,3,4,5,5,5,5,5,5,6,6,6,5,5,5,4,3,2
3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3
-1,5,4,3,3,2,2,2,2,2,2,2,2,2,3,4,4,-1
-1,4,3,3,2,1,1,1,1,0,0,0,1,1,2,3,3,-1
-1,3,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,-1
3,3,2,2,2,2,4,5,5,6,6,6,6,3,2,2,2,2
3,3,3,4,5,5,5,5,6,6,6,6,6,5,5,4,2,2
2,3,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,2
-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1
-1,4,4,4,4,6,5,7,7,7,5,7,7,4,4,4,4,-1
-1,4,4,4,6,6,6,5,7,7,7,5,7,7,4,4,4,-1
-1,4,4,7,5,6,6,6,5,5,7,7,5,5,7,4,4,-1
-1,4,7,7,7,5,5,6,6,6,5,7,7,7,5,7,4,-1
-1,-1,4,5,7,7,7,5,6,6,6,5,5,7,7,4,-1,-1
-1,-1,-1,4,6,6,6,5,7,7,7,5,5,6,4,-1,-1,-1
-1,-1,-1,-1,4,7,6,6,5,5,7,7,7,4,-1,-1,-1,-1
-1,-1,-1,-1,-1,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1
0.9803922,0.9803922,0.9803922
0.8627452,0.854902,0.8431373
0.7372549,0.7372549,0.7294118
0.6235294,0.6235294,0.6235294
0.3529412,0.2117647,0.03921569
0.6196079,0.454902,0.09411766
0.764706,0.5411765,0.1764706
0.8862746,0.682353,0.2196079
