1
20001-29
Farm,
Free
22,26
-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,2,-1,-1,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,2,-1,-1,0,1,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,2,-1,-1,1,-1,1,-1,1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,3,0,1,-1,0,-1,1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1
-1,1,0,-1,-1,2,-1,-1,0,-1,1,1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1
1,0,-1,-1,0,1,-1,-1,0,-1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,-1,0,1,-1,-1,0,1,-1,-1,-1,1,-1,-1,-1,2,-1,-1,-1,-1,-1
-1,1,1,1,-1,-1,2,0,1,-1,-1,-1,-1,1,1,-1,-1,3,-1,-1,-1,-1
-1,-1,-1,-1,-1,3,-1,1,1,0,-1,-1,-1,-1,1,1,2,-1,-1,0,1,-1
-1,-1,-1,-1,-1,-1,2,1,1,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,0,1
-1,-1,-1,2,-1,-1,1,-1,1,1,-1,-1,2,-1,-1,-1,-1,1,0,0,1,-1
-1,-1,-1,-1,3,-1,1,-1,1,-1,0,3,-1,-1,-1,-1,-1,-1,0,1,-1,-1
-1,-1,1,0,-1,2,-1,-1,1,-1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,1,0,-1,-1,1,-1,-1,1,-1,-1,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,1,0,0,1,-1,-1,-1,1,1,-1,1,1,-1,-1,0,0,-1,-1,-1,-1,-1
-1,1,1,0,0,-1,-1,-1,-1,1,-1,-1,1,0,0,0,1,-1,-1,-1,-1,-1
-1,-1,1,1,0,-1,0,-1,-1,1,-1,-1,-1,0,0,1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,1,0,0,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1
0.1921569,0.5882353,0.07450981
0.2941177,0.7294118,0.07450981
0.4901961,0.8627452,0.3019608
0.6313726,0.909804,0.4941177
0.0509804,0.2392157,0.003921569
