1
20001-21
Farm,
Free
23,35
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,0,0,0,2,2,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,-1,-1,0,0,0,3,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,0,0,3,3,3,0,1,1,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,3,3,3,0,1,1,1,0,0,1,2,2,-1,-1,-1,-1,-1,-1,-1,-1
0,0,3,3,3,0,1,1,1,1,0,0,1,2,2,2,2,3,3,0,-1,-1,-1
0,0,3,0,0,1,1,1,1,0,0,0,0,1,2,2,2,3,3,0,0,-1,-1
0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,2,2,2,3,0,-1,-1
0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,-1,-1
0,0,1,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,2,-1,-1
0,0,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,-1,-1
0,0,2,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,3,3,0,0,0
0,0,2,2,2,2,2,2,2,2,1,0,0,0,0,0,3,3,3,3,3,0,0
0,0,3,2,2,2,2,2,2,2,2,2,1,0,3,3,3,3,1,1,1,1,1
0,1,1,3,2,2,2,2,2,2,2,2,3,3,3,3,1,1,1,0,0,-1,-1
1,1,1,3,3,2,2,2,2,2,2,2,1,3,1,1,1,0,0,-1,-1,-1,-1
1,1,1,3,0,0,2,2,2,2,2,2,2,1,1,0,0,-1,-1,-1,-1,-1,-1
-1,0,3,0,0,0,3,2,2,2,2,2,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,0,0,0,0,0,0,3,2,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,0,0,0,0,0,0,3,2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,0,0,0,0,0,0,3,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,0,0,0,0,0,3,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,0,0,3,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.8901961,0.5843138,0.1882353
0.9882354,0.6509804,0.2862745
0.7254902,0.3411765,0.1058824
0.5686275,0.2313726,0.1137255
