1
20001-43
Farm,
Free
14,20
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,2
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,3,2,1
-1,3,-1,-1,-1,-1,-1,-1,2,2,0,3,2,1
3,2,3,-1,-1,-1,-1,2,0,0,-1,3,2,1
3,2,1,-1,-1,2,2,0,-1,-1,-1,3,3,1
3,2,1,-1,2,0,0,-1,-1,-1,2,3,2,1
3,2,2,2,0,-1,-1,-1,2,2,0,3,2,0
3,3,0,0,-1,-1,-1,2,0,0,-1,3,1,0
3,2,1,-1,-1,2,2,0,-1,-1,-1,-1,0,-1
3,2,1,-1,2,0,0,-1,-1,-1,-1,-1,-1,-1
3,2,2,2,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,3,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.9411765,0.8627452,0.8117648
0.882353,0.7333333,0.6509804
0.6980392,0.3921569,0.1803922
0.5490196,0.1333333,0.007843138
