1
20001-9
Farm,
Free
14,16
-1,-1,-1,-1,-1,4,3,3,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,4,0,0,0,4,4,3,-1,-1,-1
-1,-1,-1,4,0,0,0,0,0,0,0,0,-1,-1
-1,-1,4,0,0,4,4,2,2,2,2,2,0,-1
-1,4,0,0,4,0,1,2,2,2,2,2,2,1
4,0,2,4,0,2,2,2,2,2,2,2,2,1
4,2,2,4,2,2,2,2,2,2,2,2,2,1
4,2,2,2,2,2,2,2,2,2,2,2,2,1
4,2,2,2,2,2,2,2,2,2,2,2,1,-1
-1,4,2,2,0,0,2,2,2,5,2,3,3,3
-1,-1,0,0,-1,-1,0,2,2,2,2,5,1,-1
-1,-1,-1,-1,-1,-1,0,2,2,2,2,1,-1,-1
-1,-1,-1,-1,-1,-1,-1,6,6,6,7,6,-1,-1
-1,-1,-1,-1,-1,-1,6,6,7,7,6,-1,-1,-1
-1,-1,-1,-1,-1,-1,6,6,7,6,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,6,6,-1,-1,-1,-1,-1
0.7529413,0.7176471,0.2313726
0.8666667,0.8470589,0.4431373
0.9450981,0.9450981,0.5882353
0.9450981,0.9215687,0.1294118
0.3607843,0.3137255,0.02352941
0,0,0
0.909804,0.1411765,0
0.9450981,0.2784314,0
