1
20001-45
Farm,
Ads,3
21,19
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,4,4,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,2,-1,3,2,-1,-1,-1,-1
4,4,-1,-1,-1,-1,-1,-1,-1,3,3,3,2,2,2,2,1,1,-1,-1,-1
4,3,1,-1,-1,3,3,3,2,2,3,2,1,1,1,1,1,1,1,1,-1
-1,3,3,3,3,2,2,2,2,3,2,1,1,1,1,1,2,1,1,1,1
3,3,3,2,2,2,2,2,3,2,1,1,1,1,1,2,2,2,2,1,1
3,3,2,2,2,2,2,2,3,2,1,1,1,1,1,2,3,2,2,2,1
2,2,2,2,2,1,1,2,3,2,1,1,1,1,1,2,2,2,3,2,1
2,2,2,2,1,1,1,1,2,3,1,1,1,4,1,1,1,2,2,1,1
2,2,2,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1,0
2,2,1,1,1,1,1,1,3,0,1,3,1,1,1,1,1,4,1,1,-1
2,2,1,1,1,1,1,1,3,3,3,2,1,1,1,1,1,1,1,0,-1
-1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,0,-1,-1
-1,-1,1,0,1,1,1,1,1,1,1,1,0,2,3,3,2,3,-1,-1,-1
-1,-1,-1,2,0,0,0,1,1,1,1,0,0,0,3,0,1,3,-1,-1,-1
-1,-1,-1,2,1,-1,0,0,0,0,0,-1,-1,-1,3,3,3,-1,-1,-1,-1
-1,-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,0.8666667,0.8235295
1,0.7411765,0.654902
0.9411765,0.5803922,0.4588236
0.7529413,0.4117647,0.2941177
0.4,0.1372549,0.07058824
