1
20001-30
Farm,
Free
25,21
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,0,1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,1,1,0,0,0,0,1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,4,1,0,0,0,0,0,2,2,1,-1
-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,3,4,1,1,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,-1,-1,3,0,-1,1,1,1,1,3,0,0,0,4,4,4,4,0,0,0,2,2
1,0,-1,-1,4,3,-1,1,1,0,0,4,3,3,0,4,4,4,4,4,4,0,0,2,2
1,1,3,-1,3,4,1,1,0,4,4,4,3,4,4,4,4,4,2,2,4,4,4,0,-1
-1,3,3,-1,3,4,1,0,0,3,4,4,3,4,4,4,4,4,0,0,4,4,2,2,-1
-1,3,4,3,3,3,0,0,3,4,4,4,4,3,3,4,4,4,4,4,4,4,0,0,-1
-1,-1,3,4,3,3,0,0,3,4,4,4,4,3,0,0,3,4,4,4,4,4,4,-1,-1
-1,-1,4,4,4,3,0,3,4,4,3,4,4,4,3,0,3,3,3,4,4,3,3,-1,-1
-1,-1,4,4,4,3,3,3,4,4,3,3,4,4,3,1,3,3,4,3,3,0,0,-1,-1
-1,-1,3,4,4,4,3,4,4,4,4,3,3,4,4,3,3,4,-1,-1,3,0,3,-1,-1
-1,-1,-1,3,4,4,3,4,4,4,4,4,3,3,4,4,4,-1,-1,-1,3,1,3,-1,-1
-1,-1,4,3,3,4,4,4,4,3,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,3,3,-1,-1
-1,-1,4,4,3,3,4,4,3,3,3,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,1,0,3,-1,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,1
0.764706,0.7098039,0.7098039
0,0,0
0.9803922,0.6431373,0.04313726
1,0.7529413,0.2196079
