1
20001-5
Farm,
Free
14,12
-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,3,3,3,3,3,-1,-1,-1,-1
-1,-1,-1,4,4,4,4,-1,-1,-1,3,3,-1,-1
-1,-1,4,1,1,1,1,4,4,5,5,-1,3,-1
-1,4,1,4,0,0,4,1,4,4,4,4,-1,3
-1,4,1,1,0,0,4,4,1,1,1,1,4,4
-1,2,4,4,4,4,4,1,4,0,0,4,1,4
-1,4,1,1,1,1,4,1,1,0,0,1,1,4
4,1,4,0,0,4,1,4,4,1,1,4,4,-1
4,1,1,0,0,1,1,4,-1,4,4,-1,-1,-1
-1,4,4,1,1,4,4,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.9725491,0.9725491,0.9725491
0.9333334,1,0.8156863
0.4431373,0.7372549,0.345098
0.2980392,0.5568628,0.2117647
0.0509804,0.8666667,0
0.6509804,1,0.5333334
