1
20001-6
Farm,
Free
17,21
-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,2,2,3,3,3,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,2,2,2,3,3,3,3,-1,-1,-1,-1,-1
-1,-1,-1,2,2,2,4,2,3,3,3,3,3,3,-1,-1,-1
-1,-1,2,2,2,2,2,2,3,3,2,3,3,3,3,-1,-1
4,2,2,4,2,2,2,2,3,3,3,3,3,2,3,3,3
4,2,2,2,2,4,2,2,4,3,3,3,3,3,3,3,3
4,2,2,2,2,2,4,4,4,4,4,3,2,3,3,2,3
4,4,2,2,2,1,4,4,0,4,4,4,3,3,3,3,3
4,2,2,4,4,4,4,0,1,0,4,4,4,4,3,3,3
4,2,4,4,4,4,0,1,6,1,0,4,0,4,4,3,3
2,4,4,4,0,4,4,1,1,1,4,2,6,1,4,4,4
5,5,4,1,6,0,4,4,0,4,4,4,4,4,4,4,4
-1,-1,5,4,1,4,4,4,4,4,4,0,2,4,4,-1,-1
-1,-1,-1,5,5,4,6,1,4,4,0,6,1,4,-1,-1,-1
-1,-1,-1,-1,-1,5,1,1,4,4,4,1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,5,5,4,4,4,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.3607843,0.8980393,1
0.1764706,0.9647059,1
0.1254902,0.6509804,0.145098
0.09803922,0.427451,0.1058824
0.1254902,0.8470589,0.1490196
0.3098039,0.9529412,0.3529412
1,0.9764706,0.4470589
