1
20001-33
Farm,
Free
14,25
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,1,1
-1,1,-1,-1,-1,-1,-1,-1,1,0,-1,0,1,1
0,1,1,-1,-1,-1,-1,-1,1,0,-1,0,1,1
0,1,1,-1,-1,-1,-1,1,0,-1,-1,0,1,1
0,1,1,1,1,-1,-1,1,0,-1,-1,0,1,1
0,1,0,0,0,1,1,0,1,-1,-1,0,1,1
0,1,1,-1,-1,0,0,0,0,1,1,0,1,1
0,1,1,-1,-1,1,0,-1,-1,0,0,0,1,1
0,1,1,-1,1,0,-1,-1,-1,-1,-1,0,1,1
0,1,1,-1,1,0,-1,-1,-1,-1,-1,0,1,1
0,1,1,1,0,-1,-1,-1,-1,-1,-1,0,1,1
0,1,1,1,0,-1,-1,-1,-1,-1,0,0,1,1
0,1,1,0,-1,-1,-1,-1,-1,0,0,0,-1,-1
0,1,1,0,-1,-1,-1,0,0,0,-1,-1,-1,-1
0,1,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1
0,1,1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1
0,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,1
0.5568628,0.5568628,0.5568628
