1
20001-7
Farm,
Free
16,23
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,2,1,0
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,2,2,1,0
-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,0,2,2,1,0
-1,-1,-1,-1,-1,-1,-1,2,1,1,0,-1,2,2,1,0
-1,2,2,-1,-1,2,2,2,0,0,-1,-1,2,2,1,0
2,2,1,0,2,1,1,2,0,-1,-1,2,2,2,1,0
2,2,1,2,1,0,0,2,0,-1,2,1,2,2,1,0
2,2,1,1,0,-1,-1,2,2,2,1,0,2,2,1,0
2,2,1,0,-1,-1,-1,2,1,1,0,-1,2,2,1,0
2,2,1,0,-1,2,2,1,0,0,-1,-1,2,2,1,0
2,2,1,0,2,1,1,0,-1,-1,-1,-1,-1,1,0,-1
2,2,1,2,1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,2,1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,2,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.9019608,0.7490196,0.482353
0.6156863,0.4705883,0.2196079
0.4588236,0.3490196,0.1647059
