1
20001-27
Farm,
Free
19,26
-1,-1,-1,-1,-1,-1,-1,-1,9,8,-1,2,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,9,9,8,1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,2,-1,9,9,1,8,2,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,1,9,8,2,2,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,1,2,8,8,6,6,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,2,-1,6,1,6,6,6,6,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,6,7,6,5,6,6,-1,-1,-1,-1,7,1,1
-1,-1,-1,-1,-1,6,5,7,5,6,5,6,-1,-1,7,7,5,1,1
-1,-1,-1,-1,-1,6,5,7,5,5,5,6,7,7,5,5,5,5,-1
-1,-1,-1,-1,-1,5,7,5,7,5,5,7,5,5,5,5,5,11,-1
-1,-1,-1,-1,-1,6,5,4,4,5,7,5,5,5,5,5,-1,-1,-1
-1,3,4,-1,-1,5,7,3,3,3,4,6,6,3,5,-1,-1,-1,-1
-1,3,3,4,7,4,4,0,0,3,3,3,3,3,3,3,-1,-1,-1
-1,-1,-1,3,3,3,0,0,0,0,0,0,0,-1,1,3,3,-1,-1
-1,-1,-1,7,6,3,0,7,0,0,2,0,0,0,-1,1,-1,-1,-1
-1,-1,7,5,5,0,0,0,0,1,0,2,0,1,-1,1,-1,-1,-1
-1,7,5,5,5,0,3,4,0,0,1,0,1,0,1,-1,-1,-1,-1
-1,5,5,5,-1,0,0,3,0,7,0,2,2,8,8,8,-1,-1,-1
1,5,5,-1,-1,0,7,0,0,0,0,9,8,8,8,8,-1,-1,-1
1,1,-1,-1,2,2,0,0,0,8,8,8,8,8,8,-1,-1,-1,-1
-1,-1,-1,1,-1,-1,9,2,9,8,8,8,8,9,9,-1,-1,-1,-1
-1,-1,-1,-1,-1,8,8,8,8,8,8,8,9,9,10,-1,-1,-1,-1
-1,-1,-1,-1,-1,8,8,9,9,9,9,9,9,9,9,10,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,9,9,9,9,9,9,9,9,10,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,10,9,9,9,9,9,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,10,10,10,10,10,9,-1,-1
0.9921569,0.8784314,0.7529413
0.9960785,0.8039216,0.01568628
0.9686275,0.5215687,0.07058824
0.9450981,0.145098,0.1647059
0.7843138,0.06666667,0.1568628
0.5372549,0.2705882,0.1568628
0.4627451,0.2352941,0.1372549
0.3098039,0.1294118,0.03921569
0.003921569,0.09803922,0.1294118
0.007843138,0.172549,0.2392157
0.01568628,0.3137255,0.4470589
0.3490196,0.7921569,0.2862745
