1
20001-11
Farm,
Ads,2
20,24
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,2,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,4,2,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,5,4,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,7,3,3,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,6,3,7,7,-1,3,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,7,-1,-1,3,3,3,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,3,7,3,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,7,-1,7,3,-1,-1,-1,-1,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,7,-1,-1,7,3,-1,3,3,7
-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,7,-1,-1,7,3,3,7,7,-1
-1,-1,-1,-1,-1,-1,-1,4,-1,-1,-1,3,-1,-1,-1,7,7,-1,-1,-1
-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1
-1,12,12,8,9,9,4,-1,-1,-1,-1,-1,4,11,16,16,17,-1,-1,-1
14,14,14,21,9,9,9,-1,-1,-1,-1,10,4,16,16,22,21,25,-1,-1
14,14,21,21,15,15,9,15,-1,-1,10,10,22,22,16,22,21,25,25,-1
-1,14,19,19,18,12,10,12,-1,9,15,19,18,23,23,23,21,17,17,25
-1,-1,20,20,12,12,12,12,-1,9,15,15,23,1,1,1,17,25,25,21
-1,-1,20,14,13,13,19,24,-1,15,15,15,1,1,1,1,0,21,21,21
-1,-1,-1,-1,24,24,24,-1,-1,15,15,9,23,1,1,1,21,17,21,21
-1,-1,-1,-1,-1,-1,-1,-1,-1,15,15,26,23,14,19,19,19,19,14,19
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,9,14,23,19,19,19,20,14,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,23,23,19,19,20,20,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,23,24,24,20,-1,-1,-1
0.4,0.2666667,0.2
0.3380392,0.2047059,0.2047059
0.06176471,0.2617647,0
0.188549,0.588549,0.05521569
0.2,0.6,0.06666667
0.2901961,0.6901961,0.1568628
0.3019608,0.7333333,0.07843138
0.2784314,0.7450981,0.07843138
0.7411765,0.09411766,0.04509804
0.7568628,0.09019608,0.09019608
0.7696079,0.1078431,0.1
0.8039216,0.1372549,0.1372549
0.8215687,0.1745098,0.1431373
0.8392158,0.2235294,0.1568628
0.8531196,0.1989305,0.1340464
0.8431373,0.1764706,0.1764706
0.8666667,0.2,0.2
0.8705883,0.2039216,0.1372549
0.9078432,0.2509804,0.2019608
0.9260505,0.3182073,0.2380953
0.9450981,0.345098,0.2784314
0.9342384,0.2720966,0.2063349
0.9294118,0.2627451,0.2627451
0.9568628,0.3,0.2333333
0.9712419,0.3555556,0.2784314
0.9960785,0.3294118,0.2627451
0.9333334,0.3333333,0.2
