1
10008-17
Challenge,
Free
33,37
-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,8,9,9,9,10,10,10,10,9,9,9,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,8,9,10,10,2,2,2,2,2,2,10,10,9,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,8,10,9,9,9,10,10,10,10,9,9,9,10,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,8,9,4,4,3,3,3,3,3,3,4,4,9,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,8,5,4,3,3,2,2,2,2,2,2,3,3,4,5,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,8,4,3,2,2,2,2,2,2,2,2,2,2,2,2,3,4,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,8,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,5,8,-1,-1,8,8,8,8,-1,-1,-1
-1,-1,-1,8,5,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,5,8,8,5,4,4,4,8,-1,-1
-1,-1,-1,8,4,3,3,3,10,10,10,10,10,10,10,10,10,10,10,10,3,3,3,4,8,5,4,2,2,4,4,8,-1
-1,-1,8,5,4,3,10,10,5,5,5,5,5,5,5,5,5,5,5,5,10,10,3,4,5,4,2,0,0,2,3,4,8
-1,-1,8,5,10,10,5,5,3,3,3,3,3,3,3,3,3,3,3,3,5,5,10,10,5,3,5,8,8,0,2,3,8
-1,8,5,10,5,5,4,3,2,2,2,2,2,2,2,2,2,2,2,2,3,4,5,5,10,5,8,-1,-1,8,2,3,8
-1,8,10,5,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,5,10,8,-1,-1,8,2,2,8
-1,8,5,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,5,8,-1,-1,8,2,2,8
8,5,4,2,0,0,0,1,4,4,4,4,4,4,4,4,4,4,4,4,1,0,0,0,2,4,5,8,8,5,2,2,8
8,3,1,0,0,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,0,0,1,3,4,4,4,2,3,8
8,1,0,0,4,7,7,7,7,6,5,5,5,5,5,5,5,5,6,7,7,7,7,4,0,0,1,3,3,2,2,8,-1
8,0,0,1,7,7,7,7,6,5,5,6,7,7,7,7,6,5,5,6,7,7,7,7,1,0,0,2,2,2,0,8,-1
8,0,0,5,7,7,7,6,5,5,6,7,7,7,7,7,7,6,5,5,6,7,7,7,5,0,0,5,0,0,8,-1,-1
8,0,0,5,7,7,7,7,6,5,5,5,5,5,5,5,5,5,5,6,7,7,7,7,5,0,0,8,8,8,-1,-1,-1
8,0,0,3,7,7,7,7,7,6,6,5,5,5,5,5,5,6,6,7,7,7,7,7,3,0,0,8,-1,-1,-1,-1,-1
8,1,0,0,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,0,0,1,8,-1,-1,-1,-1,-1
-1,8,1,0,0,1,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,1,0,0,1,8,-1,-1,-1,-1,-1,-1
-1,-1,8,1,0,0,0,1,3,5,7,7,7,7,7,7,7,7,5,3,1,0,0,0,1,8,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,8,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,8,8,8,1,0,0,0,0,0,0,0,0,0,0,1,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,4,4,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,4,3,3,3,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,4,3,3,3,3,3,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,3,3,3,4,3,3,3,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,4,3,4,5,4,3,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,-1,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0.9960785,0.9333334,0.682353
0.9529412,0.7921569,0.5450981
0.9058824,0.6941177,0.4470589
0.7803922,0.5490196,0.3411765
0.6980392,0.4509804,0.2784314
0.5843138,0.3176471,0.1764706
0.5254902,0.227451,0.1490196
0.3921569,0.07843138,0.05490196
0,0,0
0.7372549,0.2941177,0
0.9450981,0.4392157,0.0627451
