1
10008-26
Challenge,
Free
16,26
15,15,16,-1,-1,-1,-1,-1,21,21,21,-1,-1,-1,-1,-1
-1,-1,13,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1
-1,-1,6,6,-1,-1,-1,-1,8,8,-1,-1,-1,-1,-1,-1
-1,-1,6,6,6,-1,-1,-1,8,8,6,-1,-1,-1,-1,-1
-1,-1,-1,9,9,-1,-1,-1,-1,12,18,-1,-1,-1,-1,-1
-1,-1,-1,9,9,9,9,9,12,12,18,-1,-1,-1,-1,-1
-1,-1,-1,9,9,9,9,11,12,12,18,-1,-1,-1,-1,-1
-1,-1,-1,9,9,9,9,11,12,12,18,-1,-1,-1,-1,-1
-1,-1,-1,9,15,15,14,20,20,20,-1,-1,-1,-1,-1,-1
-1,-1,-1,9,9,9,19,19,19,19,-1,-1,-1,-1,-1,-1
-1,-1,-1,9,9,9,19,19,19,19,-1,-1,-1,-1,-1,-1
-1,-1,-1,9,9,9,19,19,19,19,4,4,-1,-1,-1,-1
-1,-1,-1,9,9,9,12,12,7,7,5,5,5,5,-1,-1
-1,-1,-1,-1,9,9,11,11,6,6,6,6,6,5,4,-1
-1,-1,-1,-1,9,9,11,10,6,6,6,9,9,9,4,25
-1,-1,-1,-1,9,9,11,12,6,6,9,-1,-1,27,26,25
-1,-1,-1,-1,6,6,8,8,12,12,-1,-1,-1,27,24,-1
-1,-1,-1,-1,-1,7,12,12,12,12,11,11,-1,27,-1,-1
-1,-1,-1,-1,-1,9,12,12,12,12,12,12,12,-1,-1,-1
-1,-1,-1,-1,9,9,12,12,27,27,27,27,27,-1,-1,-1
-1,-1,-1,-1,11,12,9,9,2,2,1,3,3,-1,-1,-1
-1,-1,-1,-1,11,12,9,22,22,22,0,0,0,0,-1,-1
-1,-1,-1,9,12,12,9,9,22,22,23,23,23,23,-1,-1
-1,-1,9,9,12,12,9,9,9,9,17,17,17,-1,-1,-1
-1,-1,-1,9,18,18,18,18,18,18,19,19,-1,-1,-1,-1
-1,-1,-1,-1,18,18,18,18,18,18,19,-1,-1,-1,-1,-1
0.6352941,0.6352941,0.6352941
0.4705883,0.4705883,0.4705883
0.2,0.2,0.1333333
0.1647059,0.1647059,0.1647059
0.07254902,0.07254902,0.272549
0.04313726,0.04313726,0.3098039
0.1119826,0.1346405,0.3956427
0.1568628,0.1882353,0.4470589
0.09673204,0.09673204,0.4300654
0.1702251,0.200581,0.4810459
0.1294118,0.1607843,0.4862745
0.1700535,0.1928699,0.5147951
0.197976,0.2141683,0.5434534
0.2666667,0.2,0.5254902
0.2901961,0.1568628,0.4901961
0.2666667,0.1333333,0.4666667
0.227451,0.1607843,0.4862745
0.2352941,0.3019608,0.5019608
0.1872549,0.2245098,0.572549
0.1976471,0.1976471,0.5976471
0.3764706,0.2431373,0.5764706
0.3947713,0.1947713,0.5947713
0.4588236,0.4588236,0.7254902
0.5647059,0.6313726,0.8313726
0.6588235,0.4666667,0.3019608
0.6666667,0.5333334,0.3333333
0.8274511,0.6941177,0.4941177
0.8593138,0.7259804,0.5259805
