1
52-3
False,0
False,0
60,54
0,3,5,5,3,3,3,23,5,5,3,5,5,5,5,5,5,5,23,17,5,5,5,5,5,5,5,17,17,17,12,20,20,12,12,12,12,12,12,12,5,5,5,5,12,23,12,16,16,16,16,16,16,16,16,12,13,13,13,12
0,3,5,5,3,0,3,23,5,5,3,5,5,5,5,5,5,5,23,5,5,5,5,5,5,5,5,17,17,17,12,20,20,20,20,20,20,20,20,20,12,5,5,12,23,23,12,16,16,16,16,16,16,16,12,11,13,12,12,16
0,3,5,3,3,0,3,3,5,5,5,5,5,5,5,5,5,23,17,5,5,5,5,5,5,5,5,17,17,17,12,20,20,20,20,20,20,20,20,20,23,12,5,12,23,12,16,16,16,16,16,16,16,12,11,13,13,12,16,16
3,5,5,3,0,0,0,0,3,3,5,5,5,5,5,5,5,23,5,5,5,5,5,5,5,5,5,17,17,17,12,20,20,20,20,20,20,20,20,23,12,18,12,23,12,5,16,16,16,16,16,16,12,11,13,13,12,16,16,16
5,5,5,3,0,0,0,0,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,17,17,12,20,20,20,20,20,20,20,23,23,12,18,18,12,23,12,5,16,16,16,16,12,12,11,13,12,12,16,16,16,16
5,5,5,3,3,0,0,0,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,17,17,17,12,20,20,20,20,23,23,23,12,12,18,18,12,23,23,12,5,16,16,16,12,11,11,12,12,16,16,16,16,16,16
5,5,5,5,3,0,0,0,0,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,17,17,17,12,23,23,23,23,23,12,12,18,18,18,12,12,23,12,5,5,16,16,12,11,11,12,12,16,16,16,16,16,16,16
17,5,5,5,5,3,0,0,0,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,17,17,17,12,23,23,23,23,23,12,21,18,18,18,12,12,23,12,5,5,5,12,12,11,11,12,12,16,16,16,16,16,16,16,16
21,17,5,5,5,5,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,17,17,17,12,23,23,23,12,12,18,18,18,18,21,12,23,23,12,5,12,12,11,11,11,12,12,16,16,16,16,16,16,16,12,12
12,21,21,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,17,17,17,17,12,23,23,12,18,18,18,18,18,21,12,23,23,12,12,12,11,11,11,11,12,12,16,16,16,16,16,16,12,12,12,11
18,12,21,21,17,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,17,17,17,17,12,23,12,12,18,18,18,18,18,21,12,23,12,12,12,11,11,11,11,12,12,16,16,16,16,16,16,12,12,11,11,11,23
12,18,12,21,21,17,5,5,5,5,5,5,5,5,5,5,5,5,5,5,17,17,17,17,17,17,17,12,12,18,18,18,18,18,18,21,12,23,23,12,11,11,11,11,11,12,12,16,16,16,16,12,12,12,11,11,11,11,23,23
2,21,18,12,21,21,17,17,5,5,5,5,5,5,17,17,17,17,17,17,17,17,17,17,17,17,21,12,21,18,18,18,18,18,21,12,23,23,23,11,11,11,11,11,12,5,16,16,12,12,12,13,11,11,11,23,23,23,23,13
18,2,21,18,12,21,21,17,17,5,5,5,5,17,17,17,17,17,17,17,17,17,17,17,17,21,12,18,18,18,18,18,21,21,12,23,23,11,11,11,11,11,12,12,5,12,12,12,13,13,13,11,11,23,23,23,23,13,13,13
18,2,12,21,18,12,21,17,17,17,5,5,5,5,5,5,5,5,17,17,17,17,17,17,21,12,18,18,18,18,21,21,21,12,23,23,11,11,11,11,12,12,12,12,12,13,13,13,13,13,23,23,23,23,23,14,13,12,12,12
18,18,2,12,12,18,12,21,21,17,17,17,17,17,17,17,17,17,17,17,17,17,17,21,12,12,18,18,18,21,21,21,12,11,11,11,11,11,11,12,12,11,13,13,13,13,13,13,23,23,23,23,23,23,14,12,12,12,14,14
21,21,18,2,13,12,21,12,21,21,17,17,17,17,17,17,17,17,17,17,17,21,12,12,18,18,18,18,21,21,21,12,11,11,11,11,11,12,12,12,13,13,23,23,23,23,23,23,13,13,13,13,23,12,12,13,13,13,12,12
21,21,21,18,2,15,12,21,12,21,21,21,21,21,21,21,21,21,21,21,12,12,18,18,18,18,21,21,21,21,12,11,11,12,12,12,12,12,13,13,23,23,23,23,23,13,13,13,13,12,12,12,12,13,13,13,13,12,11,16
21,21,21,18,18,2,15,12,12,12,12,12,12,12,12,12,12,12,12,12,18,18,18,21,21,21,21,21,21,12,11,11,12,12,12,13,13,13,23,23,23,23,13,13,13,13,12,12,12,23,23,13,13,13,13,12,12,12,16,16
