1
6-5
False,0
False,0
25,13
-1,-1,-1,-1,-1,-1,-1,3,3,3,3,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,3,3,2,1,1,1,1,1,1,0,1,1,1,3,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,3,2,2,1,1,1,1,1,1,1,0,0,0,1,1,3,-1,-1,-1,-1,-1
-1,-1,-1,3,2,2,1,1,1,1,1,1,1,1,1,0,0,1,1,1,3,3,-1,-1,-1
-1,-1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,-1,-1
-1,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,-1
3,2,2,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,1,1,3
3,2,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,1,3
3,2,0,5,5,5,5,5,4,5,4,5,4,4,5,5,5,4,5,5,5,5,0,1,3
3,0,1,1,1,1,5,5,5,5,5,5,5,4,4,4,5,5,5,1,1,1,1,0,3
-1,3,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,1,1,0,0,0,3,-1
-1,-1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-1,-1
-1,-1,-1,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-1,-1,-1,-1
0.9607844,0.9137256,0.9058824
0.8901961,0.8235295,0.8117648
0.7333333,0.6784314,0.6666667
0.6235294,0.5686275,0.5568628
0.9882354,0.2901961,0.2901961
1,0,0
