1
6-2
False,0
False,0
50,49
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,8,8,8,8,8,8,8,8,1,1,1,5,5,5,5,1,1,1,5,4,5,1,1,5,5,5,5,1,1,1,1,1,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,8,8,8,8,8,8,1,1,1,1,1,1,5,4,5,4,5,1,1,5,4,5,1,5,4,5,4,5,1,1,1,1,1,1,1,8,8,8,8,8,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,8,8,8,8,5,5,1,1,1,1,1,5,4,4,5,4,4,5,5,4,4,4,5,4,4,5,4,4,5,1,1,1,1,1,5,5,1,8,8,8,-1,-1,-1,-1,-1
-1,-1,-1,-1,8,8,8,1,5,5,4,5,5,6,6,6,5,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,4,5,8,8,8,5,5,4,5,5,1,8,8,8,-1,-1,-1,-1
-1,-1,-1,-1,8,8,1,1,5,4,4,4,4,5,6,5,4,4,4,5,4,4,4,5,5,3,5,5,4,4,5,4,4,4,5,6,5,4,4,4,4,5,1,1,8,8,-1,-1,-1,-1
