1
10000-44
unicorn,
Free
41,45
-1,-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,8,8,8,8,8,13,13,13,13,13,13,13,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,8,12,11,11,12,12,11,8,13,12,13,12,13,12,13,8,11,12,12,11,11,12,8,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,7,7,7,7,6,6,6,7,8,12,11,11,12,12,11,8,13,12,13,12,13,12,13,8,11,12,12,11,11,12,8,7,6,6,6,7,7,7,7,7
7,0,0,0,7,6,4,6,7,8,12,11,11,12,12,11,8,13,12,13,12,13,12,13,8,11,12,12,11,11,12,8,7,6,4,6,7,0,1,0,7
7,0,6,0,7,6,4,6,7,8,12,11,11,12,12,11,8,13,12,13,12,13,12,13,8,11,12,12,11,11,12,8,7,6,4,6,7,0,6,1,7
7,0,6,0,7,6,4,6,7,8,12,11,11,12,12,11,8,13,12,13,12,13,12,13,8,11,12,12,11,11,12,8,7,6,4,6,7,0,6,1,7
7,0,6,0,7,6,4,6,7,8,12,11,11,12,12,11,8,13,12,13,12,13,12,13,8,11,12,12,11,11,12,8,7,6,4,6,7,0,6,1,7
7,0,6,0,7,6,4,6,7,8,12,11,11,12,12,11,8,13,12,13,12,13,12,13,8,11,12,12,11,11,12,8,7,6,4,6,7,0,6,1,7
7,0,6,0,7,6,4,6,7,8,12,11,11,12,12,11,8,13,12,13,12,13,12,13,8,11,12,12,11,11,12,8,7,6,4,6,7,0,6,1,7
7,0,6,0,0,7,6,7,0,8,12,11,11,12,12,11,8,13,13,13,12,13,13,13,8,11,12,12,11,11,12,8,1,6,6,7,1,0,6,1,7
7,0,6,0,0,0,7,0,0,8,12,11,11,12,12,11,11,8,13,13,12,13,13,8,11,11,12,12,11,11,12,8,0,1,7,0,0,0,6,1,7
7,0,6,0,0,0,0,0,0,8,12,11,11,12,12,11,11,12,8,13,13,13,8,12,11,11,12,12,11,11,12,8,0,0,0,0,0,0,6,1,7
7,0,6,6,0,0,0,0,0,8,12,11,11,12,12,11,11,12,12,8,8,8,12,12,11,11,12,12,11,11,12,8,0,0,0,0,0,6,6,1,7
7,0,6,6,6,1,6,1,6,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,8,6,1,6,1,6,6,6,1,7
7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,7,7,7,7,7,7
7,5,3,5,5,5,5,5,5,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,5,5,4,5,5,5,3,5,7
7,5,3,5,5,5,4,5,5,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,5,4,5,5,5,3,5,7
-1,7,5,3,5,5,5,5,5,8,2,8,8,8,8,2,8,8,8,8,2,8,8,8,8,2,8,8,8,8,2,8,5,5,5,5,5,3,5,7,0
-1,7,5,3,5,5,5,5,5,8,2,8,10,10,8,2,8,12,11,8,2,8,11,12,8,2,8,10,10,8,2,8,5,5,5,5,5,3,4,7,-1
-1,-1,7,5,3,5,5,5,3,8,0,8,10,10,8,0,8,12,11,8,0,8,11,12,8,0,8,10,10,8,0,8,3,5,5,5,3,5,7,-1,-1
-1,-1,7,5,3,5,5,5,3,8,8,8,10,10,8,8,8,12,11,8,8,8,11,12,8,8,8,10,10,8,8,8,3,5,5,5,3,5,7,-1,-1
-1,-1,7,5,3,5,4,5,3,5,7,10,10,10,10,8,11,12,11,12,11,12,11,12,11,8,10,10,10,10,7,5,3,5,4,5,3,5,7,-1,-1
-1,-1,-1,7,7,7,7,7,7,7,10,10,10,10,10,8,11,12,11,12,11,12,11,12,11,8,10,10,10,10,10,7,7,7,7,7,7,7,-1,-1,-1
-1,-1,-1,7,1,0,0,0,0,7,10,10,10,10,10,8,11,12,11,12,11,12,11,12,11,8,10,10,10,10,10,7,0,1,0,0,0,7,-1,-1,-1
-1,-1,-1,7,0,1,6,0,0,7,10,10,10,10,10,8,11,12,11,12,11,12,11,12,11,8,10,10,10,10,10,7,0,0,6,0,0,7,-1,-1,-1
-1,-1,-1,7,1,6,6,6,0,7,10,10,10,10,10,8,8,8,8,8,8,8,8,8,8,8,10,10,10,10,10,7,1,6,6,6,1,7,-1,-1,-1
-1,-1,-1,7,6,6,6,6,6,7,10,10,10,10,10,8,2,2,2,2,2,2,2,2,2,8,10,10,10,10,10,7,6,6,6,6,6,7,-1,-1,-1
-1,-1,-1,7,0,6,1,6,0,7,10,10,10,10,10,8,2,2,2,2,2,2,2,2,2,8,10,10,10,10,10,7,0,6,0,6,0,7,-1,-1,-1
