1
10000-41
unicorn,
Ads
58,61
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,3,3,3,3,3,1,1,3,4,4,4,4,3,4,4,3,3,3,3,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,3,4,4,3,4,4,6,3,4,3,3,3,3,3,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,6,6,3,4,4,4,3,4,6,3,4,3,6,6,3,4,3,-1,-1,-1,-1,-1
-1,-1,-1,-1,3,3,3,3,3,3,3,-1,-1,-1,-1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,6,6,3,4,4,4,3,4,3,4,3,3,6,6,3,4,4,3,-1,-1,-1,-1
-1,-1,-1,3,12,12,12,12,12,12,12,3,-1,-1,3,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,3,6,6,6,3,4,4,3,4,3,4,3,3,6,6,3,4,4,3,-1,-1,-1,-1
-1,-1,3,12,12,5,5,5,5,5,5,3,-1,-1,3,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,3,6,6,3,4,4,3,3,4,3,1,1,3,6,6,3,4,3,-1,-1,-1,-1
-1,3,12,12,5,5,6,6,6,6,6,6,3,3,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,3,3,6,6,6,3,4,3,1,3,1,1,1,3,6,6,3,4,4,3,-1,-1,-1
-1,3,12,5,6,6,7,7,7,7,7,7,7,3,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,3,3,1,3,3,3,6,4,3,1,3,1,1,1,1,3,6,6,3,4,3,-1,-1,-1
3,12,5,6,6,7,8,8,8,8,8,8,3,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3,1,3,1,1,0,0,3,3,1,1,3,1,1,0,3,-1,3,3,6,4,3,-1,-1,-1
