1
10000-18
unicorn,
Ads
75,72
-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,4,4,4,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,4,2,2,2,2,4,4,4,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,6,4,4,4,4,4,4,1,1,1,1,1,1,2,2,2,2,4,4,4,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,1,1,1,1,1,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,2,4,4,4,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,1,1,1,1,1,1,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,7,1,2,2,2,4,4,4,4,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,2,1,1,1,1,1,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,8,8,8,4,4,4,4,6,6,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,2,2,8,8,8,4,4,4,4,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,2,1,1,1,1,1,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1
8,8,8,7,8,4,4,4,6,6,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,2,8,8,8,7,8,4,4,4,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,1,1,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1
8,8,8,7,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,8,8,8,7,8,4,4,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1
8,8,4,8,8,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,1,1,2,2,8,8,4,8,8,5,4,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1
-1,4,4,4,4,4,4,4,4,5,4,5,4,4,4,4,6,4,4,4,4,4,1,1,2,2,5,4,5,4,5,4,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1
-1,4,4,4,4,6,4,4,4,4,5,4,4,4,4,6,6,6,4,4,4,4,4,2,2,5,4,5,4,5,4,5,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,5,4,4,4,4,4,4,-1,-1,-1,-1,-1
-1,4,4,4,4,6,4,4,4,5,4,5,4,4,4,4,6,4,4,4,4,4,4,4,4,5,5,4,5,5,5,4,5,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,5,4,5,4,4,4,4,4,-1,-1,-1,-1,-1
-1,4,4,4,6,6,6,4,4,4,5,4,4,4,4,4,4,4,4,6,4,4,4,4,5,4,5,5,5,5,4,5,4,2,2,2,2,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,5,4,4,4,4,4,4,-1,-1,-1,-1,-1
-1,-1,4,4,4,6,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,8,8,5,5,5,5,2,2,2,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,4,5,4,4,7,4,4,-1,-1,-1,-1,-1
-1,-1,-1,4,4,6,4,4,4,4,5,5,5,4,4,4,4,4,5,4,4,4,5,4,5,5,5,8,8,5,5,5,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,4,4,5,4,4,7,7,7,-1,-1,-1,-1,-1,-1
-1,-1,-1,5,4,4,4,4,4,4,7,5,5,4,4,4,4,4,5,5,4,5,4,5,5,5,5,5,5,5,5,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,4,5,4,4,7,4,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,5,5,4,4,4,4,5,5,5,5,4,4,4,5,5,4,5,4,5,5,6,5,6,5,5,5,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,5,6,6,5,4,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,5,5,5,4,5,5,5,5,4,4,4,5,5,5,5,7,5,6,5,6,5,6,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,4,6,6,4,4,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,6,5,6,5,6,5,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,5,5,4,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,6,5,5,5,4,5,5,5,5,5,6,5,6,6,6,5,6,5,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,4,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,5,5,5,5,5,5,6,5,6,6,6,6,6,5,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,7,5,5,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,8,8,8,5,5,5,5,6,6,7,6,6,5,6,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,-1,-1,8,8,8,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,8,8,8,7,8,5,5,6,6,6,6,6,5,6,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,6,5,5,-1,8,8,8,7,8,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,8,8,8,7,8,5,6,5,6,6,6,6,6,5,2,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,6,6,5,-1,8,8,8,7,8,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,5,5,7,5,5,8,8,5,8,8,5,5,6,6,6,6,6,5,6,2,1,1,1,1,2,2,2,2,2,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,6,5,5,-1,8,8,-1,8,8,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,5,6,5,6,5,5,5,6,6,6,6,6,6,6,5,2,1,1,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,5,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,5,5,5,5,5,5,5,6,5,6,5,6,5,7,7,6,6,6,6,6,2,1,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,5,5,5,5,5,5,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,5,5,5,6,5,7,6,5,6,5,6,5,6,7,7,6,6,6,6,6,2,2,1,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,5,5,7,5,5,7,5,5,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,5,5,6,5,7,7,7,6,6,6,5,6,6,6,6,6,6,6,6,6,2,2,1,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,2,2,5,5,5,5,5,5,7,5,5,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,5,5,5,6,5,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,1,5,5,5,5,5,6,7,7,7,5,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,5,5,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,5,5,5,5,6,5,6,7,5,5,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,5,5,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,1,1,1,1,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,5,2,2,2,2,3,3,3,5,5,5,6,5,6,5,7,5,5,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,1,2,2,2,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,2,2,5,5,5,5,5,5,5,6,5,6,5,5,5,-1,-1,-1,8,8,8,-1
