1
10000-19
unicorn,
Free
52,69
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,4,4,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,0,4,4,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0,0,0,0,0,7,2,2,7,0,0,0,0,0,0,0,0,0,0,0,4,7,7,0,0,0,4,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0,0,0,0,7,2,2,2,2,7,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,4,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0,0,7,2,2,2,2,2,2,2,7,0,0,0,0,0,0,0,0,0,4,-1,-1,4,0,0,0,0,4,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,4,-1,-1,4,0,0,0,0,4,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,4,-1,-1,-1,4,0,0,0,4,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,4,-1,-1,-1,4,0,0,0,0,4
-1,-1,-1,-1,-1,-1,-1,4,4,8,5,5,5,4,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,0,0,0,0,0,0,4,-1,-1,-1,-1,4,0,0,0,4
-1,-1,-1,-1,-1,-1,4,5,8,8,5,5,5,4,0,0,0,0,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,0,0,0,0,0,4,-1,-1,-1,-1,4,0,0,0,4
-1,-1,-1,-1,-1,4,5,8,8,5,5,5,5,4,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,4,-1,-1,-1,-1,4,0,0,0,4
-1,4,4,-1,4,8,8,8,8,5,5,5,5,4,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,4,-1,-1,-1,-1,4,0,0,0,4
4,8,4,-1,4,8,8,8,5,5,5,5,4,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,4,-1,-1,4,0,0,0,0,4
4,8,4,-1,4,8,8,8,5,5,5,5,4,0,0,0,0,0,2,2,2,2,2,2,2,2,2,7,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,4,-1,-1,4,0,0,0,4,-1
4,8,8,4,5,8,8,8,5,5,5,5,4,0,0,0,0,0,7,2,2,2,2,2,2,7,0,0,0,7,2,2,2,2,2,2,7,0,0,0,0,0,0,4,-1,4,0,0,0,0,4,-1
4,8,8,4,8,8,8,8,5,8,5,5,4,0,0,0,0,0,0,7,2,2,2,2,7,0,0,0,0,0,7,2,2,2,2,7,0,0,0,0,0,0,0,4,4,7,0,0,0,4,-1,-1
