1
15-0
False,0
False,0
16,20
-1,-1,-1,-1,-1,5,5,5,-1,-1,5,5,-1,-1,-1,-1
-1,-1,-1,-1,5,4,4,4,5,5,4,4,5,-1,-1,-1
-1,-1,-1,5,4,4,4,4,4,4,4,4,4,5,-1,-1
-1,-1,5,3,3,3,3,4,4,4,4,4,4,4,5,-1
-1,5,3,3,3,3,3,3,3,4,4,4,4,4,5,-1
5,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5
5,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5
5,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5
5,2,2,2,3,3,3,3,3,3,3,3,4,4,4,5
5,2,2,2,2,3,3,3,3,3,3,3,3,4,4,5
5,0,0,2,2,2,3,3,3,3,3,3,3,4,4,5
5,0,1,0,0,2,2,3,3,3,3,3,3,4,4,5
5,0,0,1,1,0,2,2,3,3,3,3,3,4,4,5
-1,5,0,1,1,0,2,2,3,3,3,3,3,3,5,-1
-1,-1,5,0,0,0,2,5,5,3,3,3,3,5,-1,-1
-1,-1,-1,5,5,5,5,6,6,5,5,5,5,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,6,6,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,6,6,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,6,6,6,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,6,6,-1,-1,-1,-1,-1,-1
1,0.8352942,0.6196079
1,0.9764706,0.6941177
0.9019608,0.4588236,0.3176471
0.7294118,0.1529412,0.2078432
0.5803922,0.09411766,0.1411765
0.3294118,0.05490196,0.1294118
0.2901961,0.1686275,0.1098039
