1
37-5
False,0
False,0
21,28
-1,-1,-1,-1,-1,-1,-1,-1,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,8,7,7,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,8,8,8,8,8,-1,8,7,7,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,7,7,7,7,8,-1,-1,8,7,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,7,7,7,7,7,8,-1,-1,8,8,8,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,8,8,8,8,8,8,-1,-1,4,4,4,9,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,9,4,4,4,11,11,4,4,9,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,9,4,4,4,11,11,11,4,4,8,8,-1,-1,-1,-1,-1,-1
-1,-1,-1,9,4,4,4,4,11,11,11,4,4,9,-1,8,-1,-1,-1,-1,-1
-1,-1,9,11,4,6,6,6,11,11,11,4,4,9,-1,-1,8,-1,-1,-1,-1
-1,-1,9,11,4,6,6,6,11,11,4,9,9,9,-1,-1,-1,8,-1,-1,-1
-1,-1,9,4,4,6,6,6,11,4,4,9,9,4,9,-1,-1,8,-1,-1,-1
-1,-1,9,4,4,6,6,6,4,4,4,4,4,4,9,-1,-1,-1,8,8,8
-1,-1,9,11,4,6,6,6,6,4,4,11,11,4,9,-1,-1,-1,-1,-1,-1
-1,-1,9,11,4,6,6,6,6,4,11,11,11,4,9,-1,-1,-1,-1,-1,-1
-1,-1,9,11,11,4,6,6,6,4,11,11,4,9,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,9,11,4,4,6,6,4,4,4,9,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,9,9,9,8,8,8,8,8,8,8,8,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,8,8,8,2,8,0,0,0,8,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,5,2,2,2,2,0,0,5,1,1,8,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,5,2,2,2,2,0,1,1,1,1,8,-1,-1,-1,-1
-1,-1,-1,-1,-1,5,2,2,2,2,2,2,8,8,1,8,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,5,2,2,2,2,3,3,6,6,8,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,5,2,2,2,3,10,3,6,6,6,8,8,-1,-1,-1,-1
-1,-1,-1,-1,5,2,2,3,3,3,3,3,8,8,6,6,8,-1,-1,-1,-1
-1,-1,-1,-1,5,2,2,10,3,3,3,3,3,3,8,8,8,-1,-1,-1,-1
-1,-1,-1,-1,-1,8,8,-1,10,10,3,3,3,10,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,8,8,-1,-1,-1,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1
0.8941177,0.6196079,0.4470589
0.8313726,0.5764706,0.4117647
0.7450981,0.5647059,0.254902
0.6470588,0.5411765,0.3411765
0.6235294,0.3490196,0.1568628
0.6627451,0.3843138,0.2196079
0.5568628,0.1098039,0.09803922
0.4392157,0.1568628,0.1058824
0.3882353,0.07450981,0.07058824
0.3960785,0.2196079,0.1254902
0.3294118,0.2745098,0.1607843
0.9254903,0.5960785,0.07450981
