1
37-4
False,0
False,0
19,25
-1,-1,-1,-1,-1,-1,7,7,7,7,7,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,7,7,7,7,6,6,6,6,7,-1,-1,-1,-1,-1,-1,-1
-1,-1,7,6,6,6,7,6,2,2,6,7,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,7,6,6,4,4,3,3,2,7,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,7,4,3,3,4,3,3,2,4,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,3,3,3,3,3,4,3,3,2,4,9,-1,-1,-1,-1
-1,-1,-1,4,3,3,3,3,3,3,3,3,2,4,-1,9,-1,-1,-1
-1,-1,4,3,3,3,3,3,3,3,3,3,2,4,-1,-1,9,-1,-1
-1,-1,4,3,3,3,4,4,4,4,3,3,3,4,-1,-1,9,-1,-1
-1,4,3,3,3,3,4,2,2,3,4,3,3,4,-1,-1,9,-1,-1
-1,4,3,3,3,3,4,4,4,3,2,4,4,4,-1,9,-1,-1,-1
9,9,4,4,4,12,12,12,12,4,3,3,4,-1,-1,-1,9,-1,9
9,9,12,12,12,12,12,12,12,4,3,3,4,-1,-1,-1,9,9,-1
-1,9,9,12,12,12,12,12,12,12,4,4,-1,-1,-1,-1,-1,-1,-1
-1,-1,9,12,12,12,12,12,12,12,12,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,4,2,3,3,3,0,0,0,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,4,2,3,3,3,0,0,0,0,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,2,3,3,3,3,0,5,0,1,-1,-1,-1,-1,-1,-1
-1,-1,4,2,3,3,4,3,2,2,0,1,1,0,-1,-1,-1,-1,-1
-1,-1,2,2,2,4,4,3,2,2,10,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,2,4,4,8,4,2,10,11,11,10,-1,-1,-1,-1,-1,-1,-1
-1,8,8,-1,4,4,4,4,10,11,11,10,-1,-1,-1,-1,-1,-1,-1
-1,8,8,-1,-1,4,1,1,10,10,11,11,10,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,1,1,4,-1,-1,10,10,10,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,10,-1,-1,-1,-1,-1
0.8941177,0.6196079,0.4470589
0.8313726,0.5764706,0.4117647
0.7450981,0.5529412,0.2588235
0.6901961,0.5333334,0.2313726
0.5568628,0.3764706,0.172549
0.6627451,0.3843138,0.2196079
0.5764706,0.145098,0.08627451
0.3882353,0.07450981,0.07058824
0.2588235,0.1333333,0.1372549
0.2980392,0.1960784,0.1372549
0.1960784,0.3490196,0.2784314
0.1215686,0.5215687,0.5058824
0.8196079,0.7450981,0.1254902
