1
37-3
False,0
False,0
13,17
-1,-1,-1,-1,4,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,4,-1,-1,4,-1,-1,-1,-1,-1
-1,-1,4,1,1,4,4,1,4,4,4,4,-1
-1,4,1,1,1,1,5,5,1,1,1,1,4
4,1,1,1,1,0,6,7,1,1,1,1,4
4,1,1,1,0,0,0,0,1,1,1,4,-1
4,1,1,1,0,0,0,0,1,1,4,-1,-1
-1,4,1,1,0,0,0,1,1,4,-1,-1,-1
-1,4,1,0,0,0,0,0,4,-1,-1,-1,-1
-1,4,4,0,0,0,0,0,4,-1,-1,-1,-1
-1,-1,4,1,1,2,2,1,7,4,-1,-1,-1
-1,-1,4,1,3,4,2,1,1,4,-1,-1,-1
-1,-1,4,0,1,3,1,1,4,-1,-1,-1,-1
-1,-1,4,6,6,1,1,6,4,-1,-1,-1,-1
-1,-1,4,6,6,6,6,6,4,-1,-1,-1,-1
-1,-1,4,6,6,4,4,4,-1,-1,-1,-1,-1
-1,-1,-1,4,4,-1,-1,-1,-1,-1,-1,-1,-1
0.7607844,0.8901961,0.9137256
0.5686275,0.854902,0.9058824
0.4784314,0.8156863,0.8627452
0.4078432,0.7254902,0.7450981
0.1176471,0.3529412,0.4392157
0.6862745,0.5568628,0.3137255
0.882353,0.8901961,0.6627451
0.9647059,0.8313726,0.3019608
