1
9-3
False,0
False,0
23,36
-1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,2,6,6,6,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,6,6,6,6,5,5,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,6,6,6,6,5,5,5,5,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,6,6,6,6,5,5,5,5,3,5,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,6,6,6,6,5,5,5,3,5,5,5,5,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,6,6,6,6,6,2,5,5,5,5,5,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,2,2,2,2,2,5,5,5,5,5,3,5,5,2,-1,-1,-1,-1,-1,-1,-1,-1
-1,2,6,6,6,6,5,5,5,5,3,5,5,5,2,-1,-1,-1,-1,-1,-1,-1,-1
-1,2,6,6,6,6,6,2,5,5,5,5,5,5,2,-1,-1,-1,-1,-1,-1,-1,-1
-1,2,6,6,6,6,6,2,5,5,5,5,5,5,2,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,2,2,2,2,2,6,5,5,5,5,5,5,5,2,-1,-1,-1,-1,-1,-1,-1
-1,-1,2,6,6,6,6,6,6,5,5,5,5,5,5,2,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,2,6,6,6,6,6,6,5,5,5,5,5,2,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,2,6,6,6,6,6,6,2,5,5,5,5,2,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,2,6,6,6,2,2,2,6,5,5,5,2,2,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,2,6,2,6,6,6,6,6,2,2,4,7,2,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,4,4,4,7,2,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,4,4,7,7,7,2,2,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,7,7,7,7,7,7,2,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,7,7,7,7,7,7,2,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,4,7,7,7,7,7,7,2,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,7,7,7,7,7,2,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,1,1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,1,0,0,1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,0,1,0,0,1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,1,0,1,0,0,0,1,-1
-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,1,1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,-1
0.4313726,0.8745099,0.7372549
0.3058824,0.3098039,0.282353
0.3411765,0.09803922,0.09803922
0.7058824,0.3607843,0.2509804
0.9882354,0.4784314,0.1843137
1,0.5254902,0.2313726
1,0.4509804,0.2313726
1,0.7411765,0.4
