1
9-1
False,0
False,0
27,24
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,3,1,1,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,3,1,1,1,0,0,0,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,3,1,1,1,0,0,0,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,3,1,1,1,1,0,3,3,3,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,3,1,1,1,1,3,3,1,1,1,3,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,3,1,1,1,0,3,1,1,1,1,1,0,3,0,0,0,3,-1,-1,-1,-1,-1,-1,-1
-1,-1,3,1,1,1,3,3,1,1,1,1,3,3,0,0,3,0,0,0,3,-1,-1,-1,-1,-1,-1
-1,3,1,1,1,3,1,1,1,1,1,3,0,0,3,0,0,3,0,0,0,3,-1,-1,-1,-1,-1
3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,0,3,0,0,0,3,-1,-1,-1,-1
-1,3,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,0,0,3,0,0,0,3,-1,-1,-1
-1,-1,3,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,0,0,3,0,0,0,3,-1,-1
-1,-1,-1,3,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,0,0,3,0,0,0,3,-1
-1,-1,-1,-1,3,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,0,0,3,0,0,0,3
-1,-1,-1,-1,-1,3,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,0,0,3,0,0,3
-1,-1,-1,-1,-1,-1,3,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,0,0,3,0,3
-1,-1,-1,-1,-1,-1,-1,3,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,0,0,3,3
-1,-1,-1,-1,-1,-1,-1,-1,3,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,0,0,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,0,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,2,2,2,2,2,2,2,2,2,2,2,3,0,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,3,3,3,3,3,3,3,3,3,3
0.9686275,0.9529412,0.9529412
0.9137256,0.8470589,0.8470589
0.4862745,0.7921569,0.9254903
0.1098039,0.1333333,0.2470588
