1
58-5
False,0
False,0
78,70
0,0,0,0,0,0,0,6,17,17,17,17,17,17,17,17,17,17,17,6,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,6,17,17,17,17,17,17,17,17,17,17,17,17,17,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
0,0,0,0,0,0,0,6,17,17,17,17,17,17,17,17,17,17,17,6,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,6,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,8,8,8,15,8,8,8,8,8,8,8,8
0,0,0,0,0,4,4,4,6,17,17,17,17,17,17,17,17,17,17,6,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,6,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,8,15,11,15,8,8,8,8,8,8,8
4,4,4,4,4,4,4,4,6,17,17,17,17,17,17,17,17,17,17,6,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,6,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,15,11,11,15,11,8,8,8,8,8
4,4,4,4,4,4,4,4,6,17,17,17,17,17,17,17,17,17,17,6,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,6,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,15,11,11,11,15,15,8,8,8,8
4,4,4,4,4,4,4,4,6,17,17,17,17,17,17,17,17,17,17,6,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,6,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,15,11,11,11,11,11,15,15,8,8
4,4,4,4,4,4,4,4,6,7,17,17,17,17,17,17,7,17,17,6,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,6,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,15,11,11,11,11,11,11,11,15,8
4,4,4,4,4,4,4,4,6,7,7,7,7,7,7,7,7,17,17,6,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,6,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,15,11,11,11,11,11,11,11,11,15
6,6,4,4,4,4,4,6,6,7,7,7,7,7,7,7,14,7,7,6,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,6,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,15,11,11,11,11,11,11,11,11,14
8,8,6,6,6,6,4,6,6,7,7,7,7,7,12,12,14,12,7,6,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,6,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,15,11,11,11,11,11,11,11,11,14
13,8,8,8,8,8,6,13,6,7,7,7,7,12,15,15,15,15,15,5,2,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,6,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,15,11,11,11,11,11,11,11,11,14
13,13,8,8,8,8,13,13,13,15,7,12,15,15,14,14,13,8,8,5,1,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,6,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,15,14,11,11,11,11,11,11,11,14
7,13,7,8,8,8,13,13,13,15,12,15,14,14,14,7,13,13,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,6,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,15,8,11,11,11,11,11,11,14,11
18,13,7,7,8,8,13,13,13,15,15,14,14,14,13,18,13,18,8,8,6,4,0,0,0,0,0,0,4,4,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,6,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,15,8,11,11,11,11,11,11,14,14
18,13,7,7,7,15,15,15,12,15,14,14,14,7,13,18,13,18,13,8,8,6,4,4,4,0,4,4,4,4,4,4,4,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,6,17,17,17,17,17,17,17,17,17,17,17,17,17,17,15,8,8,11,11,11,11,11,14,14
18,13,7,15,15,12,12,12,12,14,14,14,13,7,13,18,13,18,13,8,8,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,6,17,17,17,17,17,17,17,17,17,17,17,17,17,17,15,8,8,8,11,11,11,11,14,14
