1
10001-56
food,
Free
44,41
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,1,1,2,2,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,1,1,9,10,9,10,2,2,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,1,1,10,10,10,10,9,9,9,9,2,2,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,1,1,10,10,9,10,10,10,9,9,9,10,9,9,3,3,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,10,10,10,10,9,10,10,10,9,9,9,10,9,9,9,9,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,10,10,10,10,10,10,10,10,6,7,6,6,9,9,9,9,9,9,9,9,5,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,5,5,5,10,10,10,10,9,10,10,10,6,6,6,8,6,6,6,6,9,9,9,9,10,9,9,9,5,5,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,5,5,1,10,10,10,10,10,10,10,10,6,5,5,6,6,8,6,6,6,6,6,6,10,9,9,9,9,9,9,9,5,5,-1,-1,-1,-1,-1,-1
-1,-1,-1,5,5,1,10,10,10,9,9,10,10,1,6,6,6,5,5,5,5,8,6,5,5,6,6,6,6,6,10,9,9,10,10,9,9,9,5,5,5,-1,-1,-1
-1,5,5,10,10,10,10,10,9,9,9,0,6,6,6,6,6,6,5,5,5,8,6,5,5,6,6,6,6,6,6,6,2,10,10,9,9,9,9,9,2,5,5,-1
5,10,10,10,10,9,10,10,10,1,6,6,5,5,6,7,5,5,5,5,6,8,6,6,6,5,5,5,7,6,5,5,6,6,2,9,9,10,9,9,9,9,2,5
5,10,10,10,10,10,10,5,6,6,6,6,5,5,6,6,5,5,5,6,6,8,6,6,6,5,5,5,6,6,5,5,6,6,6,6,2,9,9,9,9,9,2,5
5,10,10,10,10,5,6,6,6,5,5,5,5,6,5,5,6,5,5,6,6,8,6,8,6,5,5,6,5,5,6,5,5,5,5,6,6,6,3,9,9,9,2,5
5,10,10,6,6,6,6,7,7,5,5,5,5,5,5,5,6,6,6,6,6,8,6,6,6,6,6,6,5,5,5,5,5,5,5,7,6,6,6,6,5,9,2,5
5,5,5,6,6,5,5,6,6,5,5,6,6,5,5,6,6,8,6,5,10,10,9,9,5,5,8,6,6,5,5,6,6,5,5,6,5,5,6,6,6,5,5,5
5,5,5,5,6,5,5,5,5,6,5,5,6,6,6,6,6,5,10,10,10,10,9,9,9,9,6,6,6,6,6,6,5,5,6,5,5,5,6,5,5,5,5,5
