1
10001-1
food,
Ads
86,80
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,22,22,22,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,22,22,22,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,22,22,22,22,-1,-1,-1,-1,-1,-1,-1,22,22,22,22,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,22,22,22,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,22,22,22,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,22,22,22,22,-1,-1,-1,-1,-1,-1,-1,22,22,22,22,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,22,22,22,22,22,22,22,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,22,1,1,1,1,1,22,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,22,22,22,22,22,22,22,22,-1,-1,-1,22,22,1,1,1,1,1,22,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,22,22,22,22,22,22,22,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,22,1,1,1,1,1,22,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,22,22,22,22,22,22,22,22,22,-1,-1,-1,22,22,1,1,1,1,1,22,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,22,22,2,2,22,1,1,22,22,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,22,22,2,2,22,1,1,22,22,16,16,16,16,16,16,16,16,-1,-1,-1
-1,-1,-1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,22,22,2,2,2,1,1,22,22,17,17,17,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,22,22,2,2,2,1,1,22,22,17,17,17,17,17,15,17,17,16,-1,-1
-1,-1,-1,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,22,22,2,2,2,1,1,22,22,17,17,17,16,16,16,16,16,17,17,17,17,17,15,15,16,17,17,17,17,17,17,17,17,17,17,22,22,2,2,2,1,1,22,22,17,17,17,17,15,7,15,17,17,16,-1
-1,16,16,16,16,15,15,2,15,15,2,15,15,2,15,15,2,15,15,2,16,17,17,17,17,17,17,17,17,17,17,17,17,22,22,22,22,22,17,17,17,17,17,17,17,16,17,17,17,17,17,17,15,7,8,15,16,17,17,17,17,17,17,17,17,17,17,17,22,22,22,22,22,17,17,17,17,17,17,17,15,17,17,17,17,16
-1,16,16,16,16,15,15,2,15,15,2,15,15,2,15,15,2,15,15,2,16,17,17,17,17,17,17,17,17,17,17,17,17,22,22,22,22,22,17,17,17,17,17,17,17,16,17,17,17,17,17,15,7,7,7,8,15,16,17,17,17,17,17,17,17,17,17,17,22,22,22,22,22,17,17,17,17,17,17,17,17,17,17,17,17,16
-1,16,16,16,16,15,15,2,15,15,2,15,15,2,15,15,2,15,8,8,8,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,15,7,7,7,7,7,8,15,16,17,17,17,17,17,17,17,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16
