1
10001-2
food,
Free
45,84
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,6,6,6,6,6,6,6,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,6,9,8,8,8,8,8,8,8,8,8,8,6,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,6,10,9,9,10,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,8,8,9,9,9,10,4,4,8,8,8,8,8,8,8,8,8,8,8,8,8,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,8,8,8,9,9,8,3,4,4,4,8,8,8,8,8,8,8,5,5,8,8,8,8,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,8,8,8,10,9,9,3,4,4,4,10,9,10,9,9,9,5,5,5,6,8,8,8,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,6,8,8,8,4,4,9,2,1,4,4,8,9,10,4,4,10,10,5,5,5,5,8,8,8,8,6,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,6,8,8,5,5,4,3,1,2,9,9,10,9,4,4,4,4,9,10,5,5,10,9,8,4,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,6,8,8,5,5,3,4,2,2,9,9,9,9,4,4,4,4,9,9,10,10,9,10,4,4,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,6,8,8,8,5,4,0,0,2,4,4,10,9,10,4,4,10,9,9,10,10,9,9,4,4,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,6,8,8,8,9,2,1,2,10,3,4,4,4,9,9,10,10,9,9,10,4,4,9,9,10,4,4,8,6,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,6,8,8,4,4,9,2,2,2,3,4,4,4,10,9,9,9,9,10,4,4,4,4,10,9,10,8,8,6,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,6,8,4,4,5,3,2,2,2,2,4,4,10,10,10,5,5,10,9,4,4,4,4,10,10,10,8,8,6,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,6,8,4,4,4,3,2,0,1,1,9,9,9,9,5,5,5,5,10,10,4,4,9,10,5,6,8,8,6,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,6,8,8,4,4,2,1,4,3,10,9,9,9,9,5,5,5,5,9,9,10,10,9,5,5,5,5,8,6,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,6,8,8,9,9,2,3,4,4,4,10,9,9,9,10,5,5,10,9,10,9,9,10,5,5,5,5,8,6,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,6,8,8,8,9,10,0,4,3,4,5,9,9,9,9,9,10,10,10,10,5,5,10,9,10,5,5,8,8,8,6,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,6,8,5,5,3,9,2,2,4,3,10,10,9,9,9,9,9,9,10,5,5,5,5,10,10,10,10,8,8,8,6,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,6,5,6,5,5,10,2,2,2,2,10,9,9,9,9,9,9,9,10,5,5,5,5,9,9,9,9,10,4,4,6,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,6,5,5,5,5,10,2,2,2,2,10,10,9,9,9,9,9,9,9,9,6,5,10,9,9,9,9,4,4,4,6,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,6,8,5,5,10,9,2,2,2,2,10,9,9,9,9,9,9,9,9,9,10,10,9,9,9,9,10,4,4,4,6,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,6,8,8,9,9,9,1,2,2,2,10,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,4,4,6,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,5,8,8,8,9,9,9,2,2,2,2,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,6,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,6,8,8,8,9,9,9,1,2,2,2,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,8,8,8,6,-1,-1,-1,-1,-1,-1
