1
10001-46
food,
Free
24,18
-1,-1,-1,4,3,4,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,-1,-1,-1
-1,3,4,5,5,4,3,3,3,3,4,4,4,4,4,4,4,3,3,4,4,4,-1,-1
3,4,4,5,4,4,5,3,3,3,4,4,4,4,3,3,4,3,3,3,4,4,4,-1
5,4,4,5,4,3,3,3,3,4,3,3,3,5,3,4,3,3,3,3,4,4,4,-1
5,4,4,5,4,6,3,3,3,3,5,3,3,4,4,3,3,3,3,4,4,4,4,-1
-1,5,4,5,3,6,5,5,3,5,5,5,4,4,3,3,3,3,3,4,4,4,-1,-1
-1,-1,4,5,5,4,6,5,5,5,6,4,5,5,3,3,3,3,4,4,4,-1,-1,-1
-1,-1,-1,5,5,3,4,6,6,6,4,5,5,6,5,4,3,5,4,4,-1,-1,-1,-1
-1,-1,-1,-1,5,3,3,4,4,4,5,5,5,3,3,4,3,3,4,4,4,-1,-1,-1
-1,-1,-1,-1,5,5,3,3,4,4,4,5,6,4,3,3,5,3,5,4,4,-1,-1,-1
-1,-1,-1,-1,-1,5,5,5,3,4,4,4,5,5,6,3,5,5,3,4,4,-1,-1,-1
-1,-1,-1,-1,-1,-1,5,5,5,5,3,4,4,5,5,5,4,5,5,4,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,5,5,5,5,5,5,4,4,5,5,5,5,1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,1,0,2,-1,5,0,1,1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,2,-1,-1,0,1,1,2,2
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,2,-1,0,1,1,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1,-1,0,0,0,1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,0,0,-1,-1
0.9215687,0.8274511,0.6705883
0.909804,0.7215686,0.5843138
0.764706,0.5294118,0.4156863
0.8313726,0.4509804,0.2588235
0.7450981,0.2784314,0.1843137
0.9686275,0.4627451,0.1294118
0.9882354,0.6588235,0.2
