1
10001-12
food,
Ads
36,63
-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,1,1,0,0,8,8,8,8,8,11,13,13,13,11,11,8,0,0,0,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,1,0,0,16,8,8,8,11,13,13,13,13,13,13,13,13,11,11,8,8,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,1,0,16,16,16,8,8,11,13,13,13,13,13,13,13,13,13,13,13,11,11,8,8,0,2,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,1,0,16,16,16,16,16,11,13,13,13,13,11,11,11,11,11,13,13,13,13,13,11,8,8,0,2,-1,-1,-1,-1,-1,-1,-1
-1,-1,1,0,18,18,16,16,16,13,13,13,13,11,11,11,11,11,11,13,13,13,13,13,13,4,4,0,2,-1,-1,-1,-1,-1,-1,-1
-1,1,0,18,18,18,16,16,11,13,13,13,13,11,11,11,11,11,13,13,11,11,11,11,13,11,4,4,0,2,-1,-1,-1,-1,-1,-1
-1,1,0,18,0,0,18,18,13,13,13,11,13,13,11,11,11,11,13,11,11,11,11,11,13,13,11,4,0,2,-1,-1,-1,-1,-1,-1
-1,1,0,8,0,0,18,0,13,13,13,11,11,13,11,11,11,13,13,11,11,11,11,11,13,13,11,4,0,2,-1,-1,-1,-1,-1,-1
-1,1,0,8,0,0,0,0,13,13,13,11,11,13,13,11,11,13,11,11,11,11,11,11,13,13,11,4,0,2,-1,-1,-1,-1,-1,-1
-1,1,0,8,0,0,0,0,13,13,13,11,11,11,13,13,11,13,11,11,11,11,13,13,13,13,11,4,0,2,-1,-1,-1,-1,-1,-1
1,0,8,8,0,0,0,0,13,13,13,11,11,11,11,13,11,11,11,13,13,13,11,11,11,13,11,4,4,0,2,-1,-1,-1,-1,-1
1,0,8,8,0,0,0,0,13,13,13,11,11,11,11,11,13,13,13,13,11,11,11,11,11,13,11,4,4,0,2,-1,-1,-1,-1,-1
1,0,12,8,0,0,4,0,13,13,13,13,13,11,11,11,13,11,11,11,11,11,11,13,13,13,11,4,4,0,2,-1,-1,-1,-1,-1
1,0,12,12,0,0,4,0,13,13,13,8,8,13,13,13,13,11,11,11,11,11,11,13,13,11,5,4,4,0,2,-1,-1,-1,-1,-1
1,0,13,12,0,0,5,5,13,13,13,13,8,8,8,8,13,13,13,13,11,11,11,13,13,11,13,5,4,0,2,-1,-1,-1,-1,-1
1,0,13,13,0,0,4,4,0,0,13,13,8,8,8,8,8,3,3,13,13,13,13,13,11,13,13,13,5,0,2,-1,-1,-1,-1,-1
1,0,5,5,0,0,4,4,0,0,0,8,8,8,8,8,8,3,3,3,3,4,13,13,11,13,13,13,19,19,19,14,14,-1,-1,-1
1,0,4,4,0,0,4,4,0,0,0,13,8,8,16,16,16,16,16,3,3,4,4,5,13,13,19,19,19,20,19,19,17,14,-1,-1
1,0,4,4,0,0,4,4,0,0,0,13,8,16,16,16,16,16,16,16,3,3,4,5,13,19,19,20,20,20,20,19,17,14,14,-1
1,0,4,4,0,0,4,4,0,0,0,13,16,18,18,18,16,16,16,16,16,3,4,5,19,19,19,20,20,20,19,19,17,17,14,15
1,0,4,4,0,0,4,4,0,0,0,13,16,20,18,18,18,16,16,16,16,5,5,5,19,19,19,0,20,19,19,17,17,17,14,15
1,0,0,4,0,0,4,4,0,0,0,13,16,18,20,18,18,16,16,16,16,12,13,13,19,19,19,19,19,17,17,17,17,14,14,15
1,0,0,4,0,0,5,5,0,0,0,13,4,16,18,18,18,16,16,16,16,12,13,13,17,17,17,17,17,17,17,17,14,14,15,15
1,0,5,5,0,0,13,13,0,0,0,0,3,4,16,16,7,16,16,12,12,12,13,13,13,17,17,17,17,17,14,14,14,15,15,15
1,0,12,13,0,0,13,13,0,0,0,0,3,4,4,5,7,12,12,12,13,13,13,13,13,13,14,6,14,14,14,14,15,15,15,-1
-1,1,0,12,13,0,0,13,0,0,0,0,0,3,4,5,13,7,12,12,13,13,13,13,13,13,6,14,14,14,15,15,15,15,-1,-1
-1,1,0,12,13,0,0,13,0,0,0,0,0,3,4,5,13,13,7,12,12,13,13,13,13,6,12,12,0,2,-1,-1,-1,-1,-1,-1
-1,1,0,12,13,0,0,13,0,0,0,4,4,5,5,13,13,13,7,12,12,13,13,13,6,12,12,12,0,2,-1,-1,-1,-1,-1,-1
-1,1,0,12,13,0,0,13,0,0,0,13,13,13,13,13,13,13,13,7,12,12,13,13,7,12,13,12,0,2,-1,-1,-1,-1,-1,-1
-1,1,0,12,13,0,0,13,0,0,0,13,13,13,13,13,13,13,13,7,12,12,13,13,7,12,13,12,0,2,-1,-1,-1,-1,-1,-1
-1,-1,1,0,12,13,0,0,13,0,0,0,13,13,13,13,13,13,13,7,12,12,13,13,7,12,12,0,2,-1,-1,-1,-1,-1,-1,-1
-1,-1,1,0,12,13,0,0,13,0,0,0,13,13,13,13,13,13,13,13,7,12,13,13,7,12,12,0,2,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,1,0,12,13,0,0,13,0,0,12,12,12,12,12,12,12,12,7,12,12,12,7,12,0,2,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,6,2,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,6,2,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,2,2,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,10,10,10,4,1,1,2,2,2,5,10,7,10,10,10,9,6,6,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
