1
10001-20
food,
Ads
22,22
7,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,3,4,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,7,3,3,4,7,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,7,3,3,3,4,3,7,7,-1,-1,-1,7,7,7,7,-1,-1,-1,-1,-1,-1
-1,-1,7,4,3,3,4,3,3,7,7,7,1,1,1,1,7,-1,-1,-1,-1,-1
-1,-1,7,3,4,3,3,4,4,4,7,1,1,1,1,1,1,7,-1,-1,-1,-1
-1,-1,-1,7,3,4,3,3,4,7,1,1,1,1,1,1,1,1,7,-1,-1,-1
-1,-1,-1,7,3,3,4,4,4,7,1,1,1,1,1,1,1,1,7,-1,-1,-1
-1,-1,-1,-1,7,3,4,4,7,2,2,2,1,1,1,1,2,2,7,-1,-1,-1
-1,-1,-1,-1,7,4,4,7,8,7,7,2,2,2,2,2,2,7,-1,-1,-1,-1
-1,-1,-1,-1,-1,7,7,8,8,8,8,7,7,2,2,2,2,7,-1,-1,-1,-1
-1,-1,-1,-1,-1,7,8,8,8,8,8,8,9,7,2,7,7,7,7,-1,-1,-1
-1,-1,-1,-1,7,8,8,8,8,8,8,8,9,7,7,6,6,6,6,7,-1,-1
-1,-1,-1,-1,7,8,8,8,8,8,8,8,9,7,6,6,5,5,5,6,7,-1
-1,-1,-1,-1,7,8,8,8,8,8,8,9,9,7,6,5,5,5,5,5,6,7
-1,-1,-1,-1,-1,7,8,8,8,8,8,9,7,6,6,5,5,5,5,5,5,7
-1,-1,-1,-1,-1,7,8,8,8,0,9,9,7,6,5,5,5,5,5,5,5,7
-1,-1,-1,-1,-1,-1,7,7,9,9,9,7,6,5,5,5,5,5,5,5,5,7
-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,-1,7,5,5,5,5,5,5,5,7,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,5,5,5,5,5,5,5,7,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,5,5,5,7,7,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,7,7,-1,-1,-1,-1
1,0.9882354,0.9764706
0.9882354,0.9254903,0.5647059
0.9764706,0.9215687,0.3372549
0.9960785,0.8313726,0.07843138
0.854902,0.6352941,0.01568628
0.6156863,0.2784314,0.06666667
0.4627451,0.1764706,0.02352941
0.1333333,0.1411765,0.1607843
0.9294118,0.4627451,0.4705883
0.9137256,0.3411765,0.4156863
