1
10001-44
food,
Free
18,20
-1,-1,7,7,7,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,7,6,6,7,7,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,7,8,6,6,6,7,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,3,6,8,8,6,6,4,4,5,5,5,4,5,-1,-1,-1,-1
8,3,5,6,8,9,7,4,3,5,7,7,7,5,4,-1,-1,-1
8,3,3,3,8,9,7,4,3,7,9,9,9,6,5,4,-1,-1
7,8,3,6,8,9,5,4,7,9,9,8,8,9,9,5,-1,-1
-1,7,8,8,9,7,4,4,9,8,8,6,8,9,9,4,-1,-1
-1,-1,7,7,7,5,5,5,9,8,4,5,5,6,9,4,-1,-1
-1,5,5,5,5,4,4,5,9,8,3,3,3,3,5,4,-1,-1
5,5,9,9,9,9,4,3,5,9,8,3,9,6,4,-1,-1,-1
5,9,9,8,9,8,9,4,3,5,9,9,9,5,1,1,1,-1
9,9,8,3,5,8,8,4,3,2,0,1,1,1,1,1,1,-1
5,8,3,3,5,6,8,9,5,2,2,0,1,1,1,1,1,1
-1,8,3,3,3,3,8,9,4,2,2,0,0,0,1,1,1,0
-1,5,8,8,5,8,8,5,-1,2,2,2,0,0,0,0,0,1
-1,-1,-1,8,8,5,-1,-1,-1,2,2,2,2,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,-1,-1,-1,-1
0.02352941,0.4588236,0.01176471
0.1294118,0.6,0.01960784
0.4156863,0.764706,0.2431373
0.04705883,0.09411766,0.2117647
0.1215686,0.1411765,0.4666667
0.1294118,0.2352941,0.5333334
0.1529412,0.2980392,0.6588235
0.1529412,0.1882353,0.8000001
0.282353,0.4196079,0.8666667
0.2313726,0.282353,0.8901961
