1
10001-41
food,
Free
27,36
-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,0,0,0,0,0,1,1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,1,1,1,1,1,0,0,0,0,0,4,4,4,4,4,0,1,-1,-1,-1,-1,-1
-1,-1,-1,-1,1,1,1,1,0,0,0,0,0,4,4,4,4,4,4,4,4,4,1,-1,-1,-1,-1
-1,-1,-1,1,1,1,0,0,0,4,0,0,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1
-1,-1,1,1,1,0,0,0,0,0,0,4,4,4,4,4,4,4,5,5,5,5,4,4,4,-1,-1
-1,-1,1,1,0,0,4,4,0,0,0,4,4,4,4,4,5,5,5,5,5,5,5,5,4,-1,-1
-1,1,1,0,0,4,4,4,4,0,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,4,-1
-1,1,0,0,0,4,4,4,4,0,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,-1
-1,1,0,0,0,0,4,4,0,0,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,-1
1,0,0,0,0,0,0,0,0,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4
1,0,0,4,0,0,0,0,0,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4
1,0,0,0,0,0,0,0,0,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5
0,0,0,0,0,0,0,0,0,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5
1,0,0,0,0,0,0,0,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,0,0,0,0,0,0,0,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
0,0,0,0,0,0,0,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5
-1,0,0,0,0,0,4,4,4,4,5,5,5,5,5,5,5,5,5,5,6,6,6,6,5,5,-1
-1,4,4,4,4,4,4,4,4,4,5,5,6,5,5,5,5,5,5,5,6,6,6,6,5,5,-1
-1,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,6,6,5,5,5,-1
-1,-1,4,4,4,4,4,4,5,5,6,6,5,5,4,4,4,4,4,5,5,5,5,5,5,-1,-1
-1,-1,5,5,5,5,5,5,5,5,6,6,5,1,1,1,1,1,4,4,5,5,5,5,5,-1,-1
-1,-1,-1,5,5,5,5,5,5,5,5,5,5,2,2,1,1,1,1,4,5,5,5,5,-1,-1,-1
-1,-1,-1,-1,-1,5,5,5,5,5,5,-1,-1,3,2,-1,-1,1,1,4,5,5,5,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,0,-1,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,5,5,0,-1,3,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,4,4,5,5,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,4,4,5,5,5,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,4,4,5,5,5,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,4,5,5,5,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,4,5,5,5,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,4,5,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0.5254902,0.3294118
0,0.4313726,0.3803922
0.3137255,0.04313726,0.3019608
0.5137255,0.2745098,0.3921569
0.427451,0.654902,0.1960784
0.7254902,0.7725491,0.254902
1,0.8392158,0.3803922
