1
10001-16
food,
Ads
73,73
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,1,1,1,4,4,13,13,13,13,12,12,12,12,12,12,12,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1
-1,-1,-1,-1,1,1,1,4,13,13,13,12,12,12,12,14,12,12,12,12,12,12,12,12,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,13,13,13,13,13,13,13,13,13,13,13,4,4,4,4,1,1,1,1,-1,-1,-1
-1,-1,1,1,4,4,13,13,13,12,12,12,12,14,14,14,12,12,12,12,12,12,12,12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,4,4,4,1,1,1,-1,-1
-1,1,1,4,4,13,13,12,12,12,12,14,14,14,14,14,12,12,12,12,12,12,12,12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,4,4,1,1,1,-1
-1,1,4,4,13,13,12,12,12,12,14,14,14,14,14,12,12,12,12,12,22,12,12,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,12,12,12,14,14,14,14,14,14,14,14,14,12,12,12,13,13,4,4,4,1,-1
1,1,4,13,13,12,12,12,14,14,14,14,14,14,12,12,12,12,12,22,22,12,12,6,6,6,6,6,6,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,12,12,22,12,12,14,14,14,14,14,14,14,14,14,12,12,13,13,4,4,1,1
1,4,13,13,12,12,12,14,14,14,14,14,12,12,12,12,12,12,22,22,12,12,6,6,6,6,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,22,22,12,12,14,14,14,14,14,14,14,14,12,12,13,13,13,4,-1
1,4,13,13,12,12,14,14,14,14,14,14,12,12,12,12,12,22,22,12,12,6,6,6,6,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,12,12,22,12,12,12,12,14,14,14,14,14,14,12,12,13,13,4,-1
