1
10001-25
food,
Ads
29,30
-1,-1,-1,-1,-1,-1,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,4,6,6,6,6,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,4,1,1,1,1,1,6,6,6,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,4,8,8,8,8,1,1,1,1,1,6,6,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,4,6,6,6,6,6,8,8,8,1,1,1,1,6,6,6,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,4,6,6,6,6,7,6,6,6,8,8,8,1,1,1,1,6,6,4,4,-1,-1,-1,-1,-1,-1,-1
-1,4,12,12,12,12,12,6,6,6,7,6,6,6,8,8,1,1,1,1,6,6,4,4,-1,-1,-1,-1,-1
-1,4,6,6,6,6,6,12,12,12,6,6,6,6,6,6,8,8,8,1,1,1,6,6,4,-1,-1,-1,-1
4,8,8,8,8,8,8,6,6,6,12,12,12,6,6,6,6,6,6,8,8,1,1,1,4,-1,-1,-1,-1
4,12,12,12,12,12,12,8,8,8,6,6,6,12,12,12,6,6,6,6,6,8,8,1,1,4,-1,-1,-1
4,12,12,12,12,12,8,8,8,8,8,8,8,6,6,6,12,12,12,6,6,6,6,8,8,4,-1,-1,-1
4,12,12,12,8,8,12,12,12,12,12,12,12,8,8,8,6,6,6,12,12,12,6,6,8,8,4,-1,-1
-1,4,8,8,12,12,12,12,12,12,12,12,12,8,8,8,8,8,8,6,6,6,12,12,6,6,4,-1,-1
-1,4,8,12,12,12,12,12,12,12,8,8,8,12,12,12,12,12,12,8,8,8,6,6,12,12,6,4,-1
-1,4,12,12,12,12,12,12,12,8,12,12,12,12,12,12,12,8,8,8,8,8,8,8,6,6,12,4,-1
-1,-1,4,12,12,12,12,8,12,3,3,3,3,3,12,8,8,12,12,12,12,12,12,12,8,8,6,6,4
-1,-1,4,12,12,12,8,12,3,5,5,5,5,5,3,12,12,2,2,2,2,2,12,12,8,8,8,8,4
-1,-1,-1,4,8,8,12,12,5,10,10,5,10,5,5,3,2,0,0,0,0,0,2,8,12,12,12,12,4
-1,-1,-1,4,8,12,12,12,5,10,10,10,10,5,5,3,0,0,0,0,1,1,1,2,12,12,12,12,4
-1,-1,-1,-1,4,12,12,12,5,9,9,10,10,10,5,3,1,1,1,0,0,1,1,2,12,12,8,8,4
-1,-1,-1,-1,4,12,12,8,5,11,11,9,10,5,5,2,1,1,0,0,0,0,0,2,8,8,12,4,-1
-1,-1,-1,-1,-1,4,8,12,5,9,9,5,5,5,0,2,1,0,0,0,0,0,0,2,12,12,4,-1,-1
-1,-1,-1,-1,-1,4,8,12,5,5,5,1,0,0,1,1,2,0,0,0,0,0,0,2,12,4,-1,-1,-1
-1,-1,-1,-1,-1,-1,4,12,8,2,1,0,0,0,0,0,1,2,0,0,0,0,2,12,4,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,4,12,12,2,0,0,0,0,0,0,2,12,2,2,0,0,2,4,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,4,8,2,0,0,0,0,0,2,12,12,12,12,2,2,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,4,12,12,2,0,0,1,2,12,12,12,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,4,12,2,0,0,2,12,12,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,4,12,2,2,12,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,1
0.9254903,0.9254903,0.9568628
0.5843138,0.4745098,0.5647059
0.482353,0,0
0.3529412,0.1490196,0.05882353
0.7568628,0.1607843,0
0.8980393,0.4431373,0
0.8784314,0.4745098,0
0.9254903,0.6235294,0.3098039
0.9764706,0.6235294,0.5019608
0.937255,0.372549,0
1,0.7843138,0.3803922
1,0.8666667,0.6352941
