1
10001-49
food,
Free
26,40
-1,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0
-1,0,0,0,0,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,0,0,0,0,0
-1,0,0,0,0,4,3,1,1,1,1,1,2,2,3,3,3,3,3,3,4,0,0,0,0,0
-1,0,0,0,0,4,3,4,4,4,4,3,1,2,3,4,4,4,4,3,4,0,0,0,0,0
-1,0,0,0,0,0,4,4,4,4,4,3,1,2,3,4,4,4,4,4,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,3,3,3,0,0,0,0,0,0
0,0,0,1,1,1,1,1,1,5,5,5,6,6,6,6,6,1,3,3,3,3,3,0,0,0
0,1,1,1,1,1,6,6,6,5,5,5,5,5,7,6,6,6,5,5,3,3,3,3,3,0
1,1,3,6,6,5,7,6,6,6,5,5,5,5,5,7,6,6,6,5,5,6,5,3,3,3
1,3,7,6,6,5,5,7,6,6,6,6,5,5,5,5,7,6,6,5,5,6,6,5,3,3
1,3,7,6,6,6,5,5,7,7,6,6,6,5,5,5,5,7,6,6,5,5,6,5,3,3
1,3,6,7,6,6,6,5,5,5,7,7,6,6,6,6,6,5,7,6,5,5,6,5,3,3
1,3,6,6,7,6,6,5,5,6,6,5,5,8,8,8,8,6,5,6,5,5,6,5,3,3
1,3,6,6,6,5,5,9,9,8,8,8,6,9,8,8,8,8,6,5,5,5,5,5,3,3
1,3,6,8,8,6,6,5,5,9,9,9,8,6,9,9,9,9,8,6,9,8,8,6,3,3
1,3,8,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,9,9,6,3,3
1,1,1,1,1,6,6,5,5,7,6,6,6,5,5,7,6,6,5,5,6,3,3,3,3,3
1,1,6,6,5,6,6,5,5,10,7,6,6,6,5,5,7,6,6,5,5,7,6,6,3,3
1,10,6,6,5,7,6,6,5,5,10,7,6,6,6,5,10,6,6,5,5,7,6,6,5,3
0,10,6,6,5,7,6,6,6,5,5,10,7,6,6,5,5,7,6,5,5,7,6,6,5,0
0,10,6,6,5,5,7,6,6,6,5,5,10,7,6,6,5,10,6,6,5,5,6,6,5,0
-1,10,7,6,5,5,10,7,6,6,6,5,5,10,7,6,6,5,7,6,5,5,6,5,5,0
-1,0,7,6,6,5,5,10,7,6,6,6,5,5,10,7,6,5,10,6,6,5,6,5,5,0
-1,0,10,7,6,6,5,5,5,10,7,6,6,5,5,7,6,5,5,10,6,5,6,5,5,0
-1,0,0,10,7,6,6,5,5,5,5,7,6,6,5,7,7,6,5,10,6,5,6,5,5,0
-1,0,0,0,10,7,7,6,6,6,5,15,15,5,5,5,7,5,5,6,5,6,5,5,0,0
-1,0,0,0,0,10,10,5,5,5,13,13,13,15,15,5,5,5,6,5,5,6,5,0,0,0
-1,0,0,0,8,8,8,6,5,5,14,14,14,13,13,15,15,5,5,5,5,5,0,0,0,0
-1,0,0,9,9,9,6,5,5,5,14,12,14,14,13,13,15,15,5,6,8,8,8,0,0,0
-1,0,0,0,9,9,5,5,5,6,14,11,12,14,14,13,13,15,5,16,16,9,9,0,0,0
-1,0,0,0,0,5,5,5,6,5,14,14,11,12,14,14,13,15,5,18,16,17,17,16,0,0
-1,0,0,0,5,5,5,5,5,6,6,14,12,12,14,14,13,15,17,18,17,16,0,0,0,0
-1,0,0,5,5,5,5,6,6,5,5,14,14,14,14,14,13,18,17,17,16,0,0,0,0,0
-1,0,0,5,5,6,6,5,5,6,6,0,14,14,14,16,17,19,18,18,17,16,0,0,0,0
-1,0,0,0,0,5,5,6,6,5,5,0,0,0,19,18,18,17,19,18,17,16,0,0,0,0
-1,0,0,0,0,0,0,5,5,6,0,0,0,0,0,18,17,16,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0
0.9996813,0.9995439,0.9996657
0.7547061,0.9001961,1
0.6320856,0.826025,0.9725491
0.4944971,0.7703142,0.9695552
0.3055258,0.5994653,0.8042781
0.4502656,0.2097018,0.08637664
0.6605617,0.4000892,0.2496881
0.8436488,0.5882353,0.4695653
0.8686275,0.6192811,0.3088235
0.9784315,0.7607844,0.5044564
0.969821,0.7331629,0.6230178
0.9980392,0.7078432,0.6745098
1,0.5278432,0.4847059
0.8767975,0.0009803922,0.003594771
0.9888889,0.1756536,0.1424837
0.7073084,0.001069519,0.003208556
0.2521569,0.3607844,0
0.346732,0.5042484,0.00261438
0.5436721,0.7750447,0.0007130125
0.6810458,0.9764706,0.003921569
