1
10001-15
food,
Ads
25,43
-1,-1,-1,-1,-1,-1,5,5,5,5,5,5,5,5,5,5,5,5,5,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,5,5,9,9,9,9,9,9,9,9,9,9,8,8,8,5,5,-1,-1,-1,-1
-1,-1,-1,5,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,5,-1,-1,-1
-1,-1,5,8,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,7,5,-1,-1
-1,5,8,8,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,7,7,5,-1
-1,5,8,8,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,7,7,5,-1
5,8,8,8,9,9,9,9,9,6,6,6,6,6,6,6,8,8,8,8,8,7,7,7,5
5,8,8,8,9,9,9,6,6,10,10,10,0,10,10,10,6,6,8,8,8,7,7,7,5
5,8,8,8,9,9,6,0,0,10,10,10,0,10,10,10,0,0,6,8,8,7,7,7,5
5,8,8,8,9,6,0,10,10,10,10,10,0,10,10,10,10,10,0,6,8,7,7,7,5
5,8,8,8,6,0,10,0,10,10,10,10,0,10,10,10,10,0,10,0,6,7,7,7,5
5,8,8,8,6,0,10,10,10,0,10,10,0,10,10,0,10,10,10,0,6,7,7,7,5
5,8,8,6,0,10,10,10,10,10,0,10,0,10,0,10,10,10,10,10,0,6,7,7,5
5,8,8,6,0,10,10,10,10,10,10,0,0,0,10,10,10,10,10,10,0,6,7,7,5
5,8,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,5
5,8,8,6,0,10,10,10,10,10,10,0,0,0,10,10,10,10,10,10,0,6,7,7,5
5,8,8,6,0,10,10,10,10,10,0,10,0,10,0,10,10,10,10,10,0,6,7,7,5
5,8,8,6,0,10,10,10,10,0,10,10,0,10,10,0,10,10,10,10,0,6,7,7,5
5,8,8,8,6,0,10,10,0,10,10,10,0,10,10,10,0,10,10,0,6,7,7,7,5
5,8,8,8,6,0,10,0,10,10,10,10,0,10,10,10,10,0,10,0,6,7,7,7,5
5,8,8,8,6,0,10,10,10,10,10,10,0,10,10,10,10,10,10,0,6,7,7,7,5
5,8,8,8,9,6,0,10,10,10,10,10,0,10,10,10,10,10,0,6,8,7,7,7,5
5,8,8,8,9,9,6,0,0,10,10,10,0,10,10,10,0,0,6,8,8,7,7,7,5
5,8,8,8,9,9,9,6,6,0,0,0,0,0,0,0,6,6,8,8,8,7,7,7,5
5,8,8,8,9,9,9,9,9,6,6,6,6,6,6,6,8,8,8,8,8,7,7,7,5
5,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,7,7,7,5
5,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,7,7,7,5
5,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,7,7,7,5
5,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,7,7,7,5
5,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,7,7,7,5
5,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,8,8,8,8,8,7,7,7,5
5,8,8,8,9,9,9,7,7,7,7,7,7,7,7,7,7,7,8,8,8,7,7,7,5
5,8,8,8,7,7,7,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,5
5,8,7,7,1,1,1,4,4,4,4,4,4,4,4,4,4,4,1,1,1,7,7,7,5
5,7,1,1,4,4,4,2,2,2,2,2,2,2,2,2,2,2,4,4,4,1,1,7,5
5,1,4,4,2,2,2,2,2,4,4,4,4,4,4,4,2,2,2,2,2,4,4,1,5
5,4,3,2,2,2,2,2,4,2,2,2,2,2,2,2,4,2,2,2,2,2,3,4,5
-1,4,3,2,2,2,2,4,2,3,3,2,3,3,3,2,2,4,2,2,2,2,3,4,-1
-1,4,1,3,2,2,2,4,2,3,3,2,3,3,3,2,2,4,2,2,2,3,1,4,-1
-1,-1,4,1,3,3,2,2,4,2,2,2,2,2,2,2,4,2,2,3,3,1,4,-1,-1
-1,-1,-1,4,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,4,-1,-1,-1
-1,-1,-1,-1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,4,4,4,4,4,4,4,-1,-1,-1,-1,-1,-1
0.9921569,1,0.9803922
0.8745099,0.8745099,0.8745099
0.7294118,0.7294118,0.7294118
0.427451,0.4666667,0.4705883
0.2352941,0.254902,0.2666667
0.1647059,0.3647059,0.1058824
0.7568628,0.5490196,0.2352941
0.2431373,0.6666667,0.1254902
0.372549,0.7921569,0.172549
0.4901961,0.9137256,0.2392157
0.9882354,0.9490197,0.3215686
