1
10007-51
cute,
Free
13,20
-1,-1,3,3,3,3,6,3,3,3,3,3,3
-1,-1,-1,-1,-1,6,0,0,0,6,-1,-1,-1
-1,-1,-1,-1,-1,-1,6,3,6,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,3,6,3,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,3,0,3,-1,-1,-1,-1
-1,-1,-1,-1,-1,3,3,3,3,3,-1,-1,-1
-1,-1,-1,-1,3,4,4,0,4,4,3,-1,-1
-1,-1,-1,3,4,4,0,4,4,4,4,3,-1
-1,-1,-1,3,4,0,5,5,5,5,4,3,-1
-1,-1,-1,3,4,0,5,5,5,5,4,3,-1
-1,-1,-1,3,4,0,7,7,7,4,4,3,-1
-1,-1,-1,-1,3,0,0,7,7,4,3,-1,-1
-1,-1,-1,-1,3,9,0,10,10,9,3,-1,-1
-1,-1,-1,-1,3,2,0,1,1,2,3,-1,-1
-1,7,-1,3,2,0,1,1,1,1,2,3,-1
5,8,7,3,2,0,1,1,1,1,2,3,-1
5,8,7,7,0,0,0,0,4,0,0,3,-1
5,8,7,7,7,0,6,6,6,6,6,3,-1
-1,5,8,8,8,7,-1,-1,-1,-1,4,-1,-1
-1,5,5,5,5,-1,-1,-1,-1,-1,-1,4,-1
0.9686275,0.9686275,0.9686275
0.6392157,0.7725491,1
0.2588235,0.5333334,1
0.1176471,0.2078432,0.4078432
0.8666667,0.2862745,0
0.9450981,0.4862745,0
1,0.6313726,0.6313726
1,0.7333333,0.05882353
1,0.9411765,0.2235294
0.3294118,0.8392158,0
0.3686275,0.9254903,0
